,cobertura,provincia,varon,mujer,edad
0,True,Caba,5906,5544,0
1,True,Caba,5229,5830,1
2,True,Caba,5844,5608,2
3,True,Caba,5461,5130,3
4,True,Caba,5908,5811,4
5,True,Caba,5796,5610,5
6,True,Caba,6135,6314,6
7,True,Caba,5941,5633,7
8,True,Caba,5998,5551,8
9,True,Caba,5789,5625,9
10,True,Caba,6261,5994,10
11,True,Caba,5595,5642,11
12,True,Caba,6211,5734,12
13,True,Caba,5821,6132,13
14,True,Caba,6655,5955,14
15,True,Caba,6438,6188,15
16,True,Caba,6202,6136,16
17,True,Caba,6166,6320,17
18,True,Caba,7114,7354,18
19,True,Caba,7932,7979,19
20,True,Caba,8508,8607,20
21,True,Caba,8239,8198,21
22,True,Caba,8130,8331,22
23,True,Caba,8601,9613,23
24,True,Caba,9594,9398,24
25,True,Caba,9015,8950,25
26,True,Caba,9230,8657,26
27,True,Caba,9350,9056,27
28,True,Caba,9623,9762,28
29,True,Caba,9556,8913,29
30,True,Caba,10540,10351,30
31,True,Caba,9453,9489,31
32,True,Caba,8970,9301,32
33,True,Caba,8758,9452,33
34,True,Caba,8415,9308,34
35,True,Caba,8056,9041,35
36,True,Caba,8093,8705,36
37,True,Caba,7854,8106,37
38,True,Caba,7304,8053,38
39,True,Caba,7896,7932,39
40,True,Caba,7463,8034,40
41,True,Caba,7168,7625,41
42,True,Caba,6772,7368,42
43,True,Caba,6044,7591,43
44,True,Caba,6064,7128,44
45,True,Caba,6436,7518,45
46,True,Caba,6873,7728,46
47,True,Caba,7133,7480,47
48,True,Caba,6770,7861,48
49,True,Caba,6533,8133,49
50,True,Caba,6646,8379,50
51,True,Caba,6331,7841,51
52,True,Caba,6601,8152,52
53,True,Caba,6966,8523,53
54,True,Caba,6317,8502,54
55,True,Caba,6561,8020,55
56,True,Caba,6107,7863,56
57,True,Caba,6457,8000,57
58,True,Caba,5807,7672,58
59,True,Caba,5402,7579,59
60,True,Caba,6548,9304,60
61,True,Caba,5633,9525,61
62,True,Caba,5521,10849,62
63,True,Caba,5517,10409,63
64,True,Caba,5302,10239,64
65,True,Caba,6319,11145,65
66,True,Caba,6717,9766,66
67,True,Caba,6436,9520,67
68,True,Caba,6099,8886,68
69,True,Caba,5773,8805,69
70,True,Caba,6464,11378,70
71,True,Caba,5530,8739,71
72,True,Caba,5710,8853,72
73,True,Caba,5086,8477,73
74,True,Caba,5348,8354,74
75,True,Caba,5184,9243,75
76,True,Caba,4588,8740,76
77,True,Caba,4977,8015,77
78,True,Caba,5015,8987,78
79,True,Caba,4803,8512,79
80,True,Caba,4560,9129,80
81,True,Caba,3965,8101,81
82,True,Caba,3697,7970,82
83,True,Caba,3305,7460,83
84,True,Caba,2491,6981,84
85,True,Caba,2855,6684,85
86,True,Caba,2348,5968,86
87,True,Caba,1925,5018,87
88,True,Caba,1560,4710,88
89,True,Caba,1316,3781,89
90,True,Caba,1028,3234,90
91,True,Caba,725,2050,91
92,True,Caba,537,1823,92
93,True,Caba,232,1642,93
94,True,Caba,282,1221,94
95,True,Caba,193,931,95
96,True,Caba,122,634,96
97,True,Caba,66,446,97
98,True,Caba,61,362,98
99,True,Caba,36,162,99
100,True,Caba,26,199,100
101,True,Caba,1,94,101
102,True,Caba,11,64,102
103,True,Caba,0,27,103
104,True,Caba,10,17,104
105,True,Caba,3,6,105
106,True,Caba,0,4,106
107,True,Caba,0,2,107
108,True,Caba,0,1,108
109,True,Caba,1,2,109
110,True,Caba,0,10,110
111,True,Caba,4954,4441,0
112,True,Caba,4285,4230,1
113,True,Caba,4576,4292,2
114,True,Caba,4255,3957,3
115,True,Caba,4149,4185,4
116,True,Caba,4468,4183,5
117,True,Caba,4009,3710,6
118,True,Caba,3654,3642,7
119,True,Caba,3728,3714,8
120,True,Caba,3743,3792,9
121,True,Caba,3608,3328,10
122,True,Caba,3208,3022,11
123,True,Caba,3436,3248,12
124,True,Caba,2800,2835,13
125,True,Caba,3285,2853,14
126,True,Caba,3220,3120,15
127,True,Caba,2929,2980,16
128,True,Caba,2787,3102,17
129,True,Caba,3251,3053,18
130,True,Caba,3323,3780,19
131,True,Caba,4117,3633,20
132,True,Caba,4039,4514,21
133,True,Caba,4347,4634,22
134,True,Caba,4544,4726,23
135,True,Caba,5220,5519,24
136,True,Caba,5196,6117,25
137,True,Caba,5516,6254,26
138,True,Caba,5350,6432,27
139,True,Caba,5646,6840,28
140,True,Caba,6292,7356,29
141,True,Caba,6815,7775,30
142,True,Caba,6933,7706,31
143,True,Caba,6408,7779,32
144,True,Caba,6373,7631,33
145,True,Caba,6647,7836,34
146,True,Caba,6312,7286,35
147,True,Caba,6067,7058,36
148,True,Caba,5686,6357,37
149,True,Caba,5988,5945,38
150,True,Caba,5338,5934,39
151,True,Caba,4840,6045,40
152,True,Caba,4580,5196,41
153,True,Caba,4430,4908,42
154,True,Caba,4074,4934,43
155,True,Caba,3837,4716,44
156,True,Caba,4259,4182,45
157,True,Caba,4038,4180,46
158,True,Caba,3804,4563,47
159,True,Caba,4022,4200,48
160,True,Caba,3523,4031,49
161,True,Caba,4009,4589,50
162,True,Caba,3301,4197,51
163,True,Caba,3564,3978,52
164,True,Caba,3392,3789,53
165,True,Caba,3179,4427,54
166,True,Caba,3408,4259,55
167,True,Caba,2978,4066,56
168,True,Caba,3132,3888,57
169,True,Caba,2910,3523,58
170,True,Caba,3049,3561,59
171,True,Caba,2850,3735,60
172,True,Caba,2657,2984,61
173,True,Caba,2737,2615,62
174,True,Caba,2692,2470,63
175,True,Caba,2339,2398,64
176,True,Caba,2269,2292,65
177,True,Caba,1804,1877,66
178,True,Caba,1303,1679,67
179,True,Caba,1298,1741,68
180,True,Caba,1190,1418,69
181,True,Caba,1053,1504,70
182,True,Caba,1068,1453,71
183,True,Caba,942,1457,72
184,True,Caba,841,1179,73
185,True,Caba,656,1126,74
186,True,Caba,692,1289,75
187,True,Caba,716,1076,76
188,True,Caba,578,1087,77
189,True,Caba,790,1186,78
190,True,Caba,625,1224,79
191,True,Caba,551,1171,80
192,True,Caba,631,1071,81
193,True,Caba,422,886,82
194,True,Caba,419,752,83
195,True,Caba,328,861,84
196,True,Caba,412,796,85
197,True,Caba,358,698,86
198,True,Caba,288,596,87
199,True,Caba,248,488,88
200,True,Caba,183,425,89
201,True,Caba,180,316,90
202,True,Caba,110,272,91
203,True,Caba,87,238,92
204,True,Caba,25,226,93
205,True,Caba,52,137,94
206,True,Caba,4,104,95
207,True,Caba,45,92,96
208,True,Caba,2,45,97
209,True,Caba,3,36,98
210,True,Caba,1,17,99
211,True,Caba,12,17,100
212,True,Caba,0,4,101
213,True,Caba,0,2,102
214,True,Caba,1,4,103
215,True,Caba,0,1,105
216,True,Caba,1,0,106
217,True,Caba,0,1,108
218,True,Caba,2467,2390,0
219,True,Caba,2150,2285,1
220,True,Caba,2434,2124,2
221,True,Caba,2208,2103,3
222,True,Caba,2133,2110,4
223,True,Caba,2039,2085,5
224,True,Caba,2094,2271,6
225,True,Caba,2101,1878,7
226,True,Caba,2136,1966,8
227,True,Caba,1848,1888,9
228,True,Caba,1795,2063,10
229,True,Caba,1803,1689,11
230,True,Caba,1761,1809,12
231,True,Caba,1945,1662,13
232,True,Caba,1932,2065,14
233,True,Caba,2130,1818,15
234,True,Caba,2019,1844,16
235,True,Caba,2075,1968,17
236,True,Caba,2085,2323,18
237,True,Caba,2588,2630,19
238,True,Caba,2502,2598,20
239,True,Caba,2699,2982,21
240,True,Caba,2581,3085,22
241,True,Caba,3016,3026,23
242,True,Caba,2582,3544,24
243,True,Caba,3053,3592,25
244,True,Caba,3143,3904,26
245,True,Caba,2808,3157,27
246,True,Caba,2791,3365,28
247,True,Caba,2614,3372,29
248,True,Caba,2874,3476,30
249,True,Caba,2927,3573,31
250,True,Caba,2963,3385,32
251,True,Caba,3110,3688,33
252,True,Caba,3119,3522,34
253,True,Caba,3151,3779,35
254,True,Caba,3161,2969,36
255,True,Caba,2885,3163,37
256,True,Caba,2526,3063,38
257,True,Caba,2684,3035,39
258,True,Caba,2677,2925,40
259,True,Caba,2613,2420,41
260,True,Caba,2365,2581,42
261,True,Caba,2403,3153,43
262,True,Caba,2312,2992,44
263,True,Caba,2503,2733,45
264,True,Caba,2285,2929,46
265,True,Caba,2418,2891,47
266,True,Caba,2362,2637,48
267,True,Caba,2490,2925,49
268,True,Caba,2654,3166,50
269,True,Caba,2537,2872,51
270,True,Caba,2333,2889,52
271,True,Caba,2610,2933,53
272,True,Caba,2416,3102,54
273,True,Caba,2771,3343,55
274,True,Caba,2623,2894,56
275,True,Caba,2299,2941,57
276,True,Caba,2268,3302,58
277,True,Caba,2511,3523,59
278,True,Caba,2906,3856,60
279,True,Caba,2503,3162,61
280,True,Caba,2832,3183,62
281,True,Caba,2516,2931,63
282,True,Caba,2616,3250,64
283,True,Caba,2347,3169,65
284,True,Caba,2222,2958,66
285,True,Caba,2036,2696,67
286,True,Caba,1888,2432,68
287,True,Caba,1559,2137,69
288,True,Caba,1687,2489,70
289,True,Caba,1599,1901,71
290,True,Caba,1433,1882,72
291,True,Caba,1357,1983,73
292,True,Caba,1154,1961,74
293,True,Caba,1270,1923,75
294,True,Caba,648,1614,76
295,True,Caba,1134,1444,77
296,True,Caba,1019,1602,78
297,True,Caba,1030,1778,79
298,True,Caba,877,1861,80
299,True,Caba,791,1459,81
300,True,Caba,950,1463,82
301,True,Caba,634,1400,83
302,True,Caba,648,1232,84
303,True,Caba,727,1349,85
304,True,Caba,395,947,86
305,True,Caba,350,842,87
306,True,Caba,350,812,88
307,True,Caba,222,574,89
308,True,Caba,205,567,90
309,True,Caba,116,218,91
310,True,Caba,144,302,92
311,True,Caba,83,304,93
312,True,Caba,53,151,94
313,True,Caba,14,197,95
314,True,Caba,50,117,96
315,True,Caba,1,50,97
316,True,Caba,20,28,98
317,True,Caba,3,50,99
318,True,Caba,2,14,100
319,True,Caba,1,3,101
320,True,Caba,0,11,102
321,True,Caba,0,2,103
322,True,Caba,0,11,104
323,True,Caba,0,2,105
324,True,Caba,0,12,106
325,True,Caba,0,3,107
326,True,Caba,285,213,0
327,True,Caba,395,325,1
328,True,Caba,387,274,2
329,True,Caba,277,328,3
330,True,Caba,372,279,4
331,True,Caba,296,353,5
332,True,Caba,273,295,6
333,True,Caba,283,305,7
334,True,Caba,248,321,8
335,True,Caba,386,361,9
336,True,Caba,307,288,10
337,True,Caba,422,324,11
338,True,Caba,402,380,12
339,True,Caba,388,421,13
340,True,Caba,407,356,14
341,True,Caba,418,445,15
342,True,Caba,306,337,16
343,True,Caba,376,382,17
344,True,Caba,446,440,18
345,True,Caba,375,390,19
346,True,Caba,271,348,20
347,True,Caba,408,402,21
348,True,Caba,386,437,22
349,True,Caba,249,412,23
350,True,Caba,291,337,24
351,True,Caba,227,289,25
352,True,Caba,278,328,26
353,True,Caba,319,350,27
354,True,Caba,277,340,28
355,True,Caba,179,313,29
356,True,Caba,233,291,30
357,True,Caba,372,288,31
358,True,Caba,205,296,32
359,True,Caba,183,284,33
360,True,Caba,194,373,34
361,True,Caba,180,302,35
362,True,Caba,297,293,36
363,True,Caba,157,437,37
364,True,Caba,257,239,38
365,True,Caba,258,168,39
366,True,Caba,232,288,40
367,True,Caba,139,347,41
368,True,Caba,169,338,42
369,True,Caba,174,256,43
370,True,Caba,183,328,44
371,True,Caba,229,444,45
372,True,Caba,268,266,46
373,True,Caba,207,458,47
374,True,Caba,202,296,48
375,True,Caba,179,446,49
376,True,Caba,260,366,50
377,True,Caba,208,334,51
378,True,Caba,227,266,52
379,True,Caba,222,398,53
380,True,Caba,229,329,54
381,True,Caba,189,339,55
382,True,Caba,154,281,56
383,True,Caba,212,279,57
384,True,Caba,232,306,58
385,True,Caba,260,473,59
386,True,Caba,262,263,60
387,True,Caba,198,257,61
388,True,Caba,258,227,62
389,True,Caba,243,169,63
390,True,Caba,175,82,64
391,True,Caba,179,117,65
392,True,Caba,119,85,66
393,True,Caba,68,108,67
394,True,Caba,67,94,68
395,True,Caba,51,116,69
396,True,Caba,43,92,70
397,True,Caba,96,114,71
398,True,Caba,87,96,72
399,True,Caba,50,77,73
400,True,Caba,53,97,74
401,True,Caba,6,106,75
402,True,Caba,49,138,76
403,True,Caba,77,138,77
404,True,Caba,47,214,78
405,True,Caba,88,49,79
406,True,Caba,55,143,80
407,True,Caba,28,92,81
408,True,Caba,45,146,82
409,True,Caba,15,83,83
410,True,Caba,23,62,84
411,True,Caba,32,52,85
412,True,Caba,22,19,86
413,True,Caba,12,38,87
414,True,Caba,41,54,88
415,True,Caba,12,20,89
416,True,Caba,0,29,90
417,True,Caba,22,10,91
418,True,Caba,3,15,92
419,True,Caba,10,6,93
420,True,Caba,1,8,94
421,True,Caba,10,15,95
422,True,Caba,0,10,96
423,True,Caba,1,1,97
424,True,Caba,0,1,98
425,True,Caba,1,0,99
426,True,Caba,0,14,100
427,True,Caba,0,1,101
428,False,Caba,4612,4539,0
429,False,Caba,4442,4083,1
430,False,Caba,4084,3974,2
431,False,Caba,4056,3848,3
432,False,Caba,4108,3828,4
433,False,Caba,3478,3623,5
434,False,Caba,3480,3356,6
435,False,Caba,3748,3422,7
436,False,Caba,3672,3347,8
437,False,Caba,3801,3464,9
438,False,Caba,3874,3325,10
439,False,Caba,3509,3425,11
440,False,Caba,3733,3599,12
441,False,Caba,3281,3439,13
442,False,Caba,3800,3751,14
443,False,Caba,3845,3715,15
444,False,Caba,3718,3702,16
445,False,Caba,3955,4054,17
446,False,Caba,4730,4764,18
447,False,Caba,4850,5512,19
448,False,Caba,5709,6217,20
449,False,Caba,6084,6666,21
450,False,Caba,6652,6448,22
451,False,Caba,6400,6257,23
452,False,Caba,6497,6418,24
453,False,Caba,6536,6379,25
454,False,Caba,6294,5861,26
455,False,Caba,5905,5621,27
456,False,Caba,5846,5925,28
457,False,Caba,5751,5326,29
458,False,Caba,5791,5133,30
459,False,Caba,4710,4858,31
460,False,Caba,5053,4450,32
461,False,Caba,4703,4789,33
462,False,Caba,4153,4221,34
463,False,Caba,4466,4462,35
464,False,Caba,4267,4185,36
465,False,Caba,4044,3821,37
466,False,Caba,3609,3681,38
467,False,Caba,3292,3763,39
468,False,Caba,3625,3841,40
469,False,Caba,3099,3515,41
470,False,Caba,3247,3428,42
471,False,Caba,3263,2990,43
472,False,Caba,2924,2856,44
473,False,Caba,2884,3067,45
474,False,Caba,2937,2993,46
475,False,Caba,2929,2724,47
476,False,Caba,2506,2882,48
477,False,Caba,2813,3085,49
478,False,Caba,3030,3568,50
479,False,Caba,2344,3275,51
480,False,Caba,2714,2838,52
481,False,Caba,2192,2864,53
482,False,Caba,2413,2841,54
483,False,Caba,2488,2641,55
484,False,Caba,2359,2851,56
485,False,Caba,2360,2468,57
486,False,Caba,2212,2630,58
487,False,Caba,1891,2286,59
488,False,Caba,2204,2588,60
489,False,Caba,1968,1463,61
490,False,Caba,1666,1308,62
491,False,Caba,1739,1151,63
492,False,Caba,1718,823,64
493,False,Caba,1512,791,65
494,False,Caba,834,591,66
495,False,Caba,648,551,67
496,False,Caba,521,516,68
497,False,Caba,342,376,69
498,False,Caba,397,530,70
499,False,Caba,196,318,71
500,False,Caba,268,271,72
501,False,Caba,232,229,73
502,False,Caba,204,277,74
503,False,Caba,159,245,75
504,False,Caba,206,187,76
505,False,Caba,103,152,77
506,False,Caba,146,239,78
507,False,Caba,72,229,79
508,False,Caba,67,255,80
509,False,Caba,81,158,81
510,False,Caba,40,166,82
511,False,Caba,58,133,83
512,False,Caba,22,126,84
513,False,Caba,62,125,85
514,False,Caba,59,93,86
515,False,Caba,17,145,87
516,False,Caba,13,97,88
517,False,Caba,3,110,89
518,False,Caba,10,61,90
519,False,Caba,10,77,91
520,False,Caba,2,24,92
521,False,Caba,0,14,93
522,False,Caba,10,25,94
523,False,Caba,12,16,95
524,False,Caba,19,2,96
525,False,Caba,9,14,97
526,False,Caba,13,21,98
527,False,Caba,0,1,99
528,False,Caba,0,1,101
529,False,Caba,0,10,102
530,False,Caba,2,0,103
531,False,Caba,1,0,104
532,False,Caba,0,1,107
533,True,Buenos Aires,50336,47844,0
534,True,Buenos Aires,50624,48760,1
535,True,Buenos Aires,52523,49981,2
536,True,Buenos Aires,51035,48063,3
537,True,Buenos Aires,53862,52669,4
538,True,Buenos Aires,53050,54447,5
539,True,Buenos Aires,56188,53305,6
540,True,Buenos Aires,54243,52130,7
541,True,Buenos Aires,54198,51571,8
542,True,Buenos Aires,55157,53619,9
543,True,Buenos Aires,55867,54342,10
544,True,Buenos Aires,54693,51239,11
545,True,Buenos Aires,54498,52252,12
546,True,Buenos Aires,52528,52326,13
547,True,Buenos Aires,58004,55351,14
548,True,Buenos Aires,54891,53985,15
549,True,Buenos Aires,53559,53108,16
550,True,Buenos Aires,53328,51586,17
551,True,Buenos Aires,52092,51556,18
552,True,Buenos Aires,52307,53953,19
553,True,Buenos Aires,52059,52338,20
554,True,Buenos Aires,45501,41184,21
555,True,Buenos Aires,45446,42454,22
556,True,Buenos Aires,48314,44515,23
557,True,Buenos Aires,48148,45572,24
558,True,Buenos Aires,47521,45637,25
559,True,Buenos Aires,47708,44212,26
560,True,Buenos Aires,47163,46997,27
561,True,Buenos Aires,51979,50424,28
562,True,Buenos Aires,51033,51191,29
563,True,Buenos Aires,54836,53303,30
564,True,Buenos Aires,53639,53670,31
565,True,Buenos Aires,51351,53410,32
566,True,Buenos Aires,52675,53803,33
567,True,Buenos Aires,48077,50938,34
568,True,Buenos Aires,49242,51138,35
569,True,Buenos Aires,46223,47144,36
570,True,Buenos Aires,47286,48282,37
571,True,Buenos Aires,46439,47123,38
572,True,Buenos Aires,45231,48147,39
573,True,Buenos Aires,45269,47581,40
574,True,Buenos Aires,40696,45730,41
575,True,Buenos Aires,39583,43847,42
576,True,Buenos Aires,38852,41238,43
577,True,Buenos Aires,38062,41656,44
578,True,Buenos Aires,39130,42074,45
579,True,Buenos Aires,38193,42941,46
580,True,Buenos Aires,39383,41734,47
581,True,Buenos Aires,38015,41907,48
582,True,Buenos Aires,36419,39908,49
583,True,Buenos Aires,37409,40289,50
584,True,Buenos Aires,34424,39764,51
585,True,Buenos Aires,33642,38595,52
586,True,Buenos Aires,34117,38251,53
587,True,Buenos Aires,32240,39054,54
588,True,Buenos Aires,31736,38448,55
589,True,Buenos Aires,30352,37865,56
590,True,Buenos Aires,30785,37845,57
591,True,Buenos Aires,29545,39166,58
592,True,Buenos Aires,29064,39884,59
593,True,Buenos Aires,31419,45268,60
594,True,Buenos Aires,28215,48874,61
595,True,Buenos Aires,29202,53472,62
596,True,Buenos Aires,29451,53249,63
597,True,Buenos Aires,28851,54003,64
598,True,Buenos Aires,36104,55419,65
599,True,Buenos Aires,40154,50931,66
600,True,Buenos Aires,38670,50365,67
601,True,Buenos Aires,36759,47019,68
602,True,Buenos Aires,35409,44918,69
603,True,Buenos Aires,37231,48074,70
604,True,Buenos Aires,33832,42348,71
605,True,Buenos Aires,29970,40021,72
606,True,Buenos Aires,28964,40570,73
607,True,Buenos Aires,27124,38030,74
608,True,Buenos Aires,27237,39029,75
609,True,Buenos Aires,23100,35367,76
610,True,Buenos Aires,21821,35783,77
611,True,Buenos Aires,22267,34177,78
612,True,Buenos Aires,20911,32686,79
613,True,Buenos Aires,18361,33258,80
614,True,Buenos Aires,16463,28803,81
615,True,Buenos Aires,14431,26626,82
616,True,Buenos Aires,12521,24646,83
617,True,Buenos Aires,11249,22881,84
618,True,Buenos Aires,9771,20026,85
619,True,Buenos Aires,8318,17779,86
620,True,Buenos Aires,7123,15682,87
621,True,Buenos Aires,5097,13654,88
622,True,Buenos Aires,4211,11221,89
623,True,Buenos Aires,3230,8920,90
624,True,Buenos Aires,1995,6174,91
625,True,Buenos Aires,1507,5106,92
626,True,Buenos Aires,1194,3846,93
627,True,Buenos Aires,815,2971,94
628,True,Buenos Aires,546,2318,95
629,True,Buenos Aires,407,1528,96
630,True,Buenos Aires,270,1199,97
631,True,Buenos Aires,142,839,98
632,True,Buenos Aires,79,431,99
633,True,Buenos Aires,61,409,100
634,True,Buenos Aires,36,218,101
635,True,Buenos Aires,20,109,102
636,True,Buenos Aires,12,52,103
637,True,Buenos Aires,1,21,104
638,True,Buenos Aires,2,8,105
639,True,Buenos Aires,3,17,106
640,True,Buenos Aires,2,7,107
641,True,Buenos Aires,10,0,108
642,True,Buenos Aires,1,2,109
643,True,Buenos Aires,6,45,110
644,True,Buenos Aires,15193,14442,0
645,True,Buenos Aires,15039,14447,1
646,True,Buenos Aires,14906,14668,2
647,True,Buenos Aires,14153,14274,3
648,True,Buenos Aires,15585,15047,4
649,True,Buenos Aires,15256,15135,5
650,True,Buenos Aires,15937,15813,6
651,True,Buenos Aires,15612,14185,7
652,True,Buenos Aires,14558,13704,8
653,True,Buenos Aires,14647,13804,9
654,True,Buenos Aires,14337,14363,10
655,True,Buenos Aires,13590,13262,11
656,True,Buenos Aires,13723,13080,12
657,True,Buenos Aires,12661,12970,13
658,True,Buenos Aires,14097,12368,14
659,True,Buenos Aires,13927,12739,15
660,True,Buenos Aires,12885,12036,16
661,True,Buenos Aires,11634,12594,17
662,True,Buenos Aires,12684,11984,18
663,True,Buenos Aires,12401,12375,19
664,True,Buenos Aires,12905,12837,20
665,True,Buenos Aires,11869,10407,21
666,True,Buenos Aires,12530,11510,22
667,True,Buenos Aires,12495,13275,23
668,True,Buenos Aires,14957,13135,24
669,True,Buenos Aires,14167,13987,25
670,True,Buenos Aires,14268,13656,26
671,True,Buenos Aires,14222,15773,27
672,True,Buenos Aires,15231,15996,28
673,True,Buenos Aires,16461,15901,29
674,True,Buenos Aires,16593,17119,30
675,True,Buenos Aires,16913,16730,31
676,True,Buenos Aires,16456,17405,32
677,True,Buenos Aires,15842,17547,33
678,True,Buenos Aires,16125,16499,34
679,True,Buenos Aires,15424,16685,35
680,True,Buenos Aires,14962,15163,36
681,True,Buenos Aires,15633,14876,37
682,True,Buenos Aires,14804,15114,38
683,True,Buenos Aires,14790,14673,39
684,True,Buenos Aires,13780,14009,40
685,True,Buenos Aires,13415,12859,41
686,True,Buenos Aires,12622,12053,42
687,True,Buenos Aires,11538,11625,43
688,True,Buenos Aires,11284,11535,44
689,True,Buenos Aires,11181,11579,45
690,True,Buenos Aires,11152,11007,46
691,True,Buenos Aires,10975,11228,47
692,True,Buenos Aires,11040,10875,48
693,True,Buenos Aires,10542,10476,49
694,True,Buenos Aires,11325,10626,50
695,True,Buenos Aires,9816,9798,51
696,True,Buenos Aires,8839,9814,52
697,True,Buenos Aires,9293,9390,53
698,True,Buenos Aires,9030,9538,54
699,True,Buenos Aires,9008,9142,55
700,True,Buenos Aires,8234,8335,56
701,True,Buenos Aires,8287,8543,57
702,True,Buenos Aires,8110,8247,58
703,True,Buenos Aires,7154,7675,59
704,True,Buenos Aires,7792,6302,60
705,True,Buenos Aires,6652,4667,61
706,True,Buenos Aires,6256,4273,62
707,True,Buenos Aires,5860,3798,63
708,True,Buenos Aires,5673,3370,64
709,True,Buenos Aires,4177,3214,65
710,True,Buenos Aires,2965,2419,66
711,True,Buenos Aires,2328,2367,67
712,True,Buenos Aires,1913,1989,68
713,True,Buenos Aires,1568,2149,69
714,True,Buenos Aires,2462,1873,70
715,True,Buenos Aires,1623,1829,71
716,True,Buenos Aires,1340,1792,72
717,True,Buenos Aires,1249,1521,73
718,True,Buenos Aires,1234,1560,74
719,True,Buenos Aires,1132,1483,75
720,True,Buenos Aires,1102,1306,76
721,True,Buenos Aires,889,1222,77
722,True,Buenos Aires,854,1169,78
723,True,Buenos Aires,876,1122,79
724,True,Buenos Aires,752,1237,80
725,True,Buenos Aires,687,830,81
726,True,Buenos Aires,629,778,82
727,True,Buenos Aires,434,794,83
728,True,Buenos Aires,431,880,84
729,True,Buenos Aires,377,555,85
730,True,Buenos Aires,298,485,86
731,True,Buenos Aires,208,492,87
732,True,Buenos Aires,229,454,88
733,True,Buenos Aires,148,419,89
734,True,Buenos Aires,120,263,90
735,True,Buenos Aires,63,142,91
736,True,Buenos Aires,66,206,92
737,True,Buenos Aires,41,110,93
738,True,Buenos Aires,13,107,94
739,True,Buenos Aires,3,93,95
740,True,Buenos Aires,15,45,96
741,True,Buenos Aires,15,35,97
742,True,Buenos Aires,23,20,98
743,True,Buenos Aires,1,25,99
744,True,Buenos Aires,2,15,100
745,True,Buenos Aires,9,13,101
746,True,Buenos Aires,0,1,102
747,True,Buenos Aires,0,1,103
748,True,Buenos Aires,1,11,106
749,True,Buenos Aires,2,0,109
750,True,Buenos Aires,5395,5183,0
751,True,Buenos Aires,5595,5111,1
752,True,Buenos Aires,5150,5184,2
753,True,Buenos Aires,4921,4831,3
754,True,Buenos Aires,5276,4959,4
755,True,Buenos Aires,5387,4898,5
756,True,Buenos Aires,5443,4988,6
757,True,Buenos Aires,5528,4950,7
758,True,Buenos Aires,5199,4765,8
759,True,Buenos Aires,4993,4681,9
760,True,Buenos Aires,5159,4639,10
761,True,Buenos Aires,4659,4228,11
762,True,Buenos Aires,4851,4399,12
763,True,Buenos Aires,4778,4587,13
764,True,Buenos Aires,4951,4939,14
765,True,Buenos Aires,4743,4861,15
766,True,Buenos Aires,4336,4325,16
767,True,Buenos Aires,4222,4772,17
768,True,Buenos Aires,4251,4944,18
769,True,Buenos Aires,4620,4565,19
770,True,Buenos Aires,4927,4990,20
771,True,Buenos Aires,4784,5356,21
772,True,Buenos Aires,4867,5083,22
773,True,Buenos Aires,5189,5699,23
774,True,Buenos Aires,5350,5388,24
775,True,Buenos Aires,5021,5699,25
776,True,Buenos Aires,5024,5759,26
777,True,Buenos Aires,5459,5587,27
778,True,Buenos Aires,5431,6736,28
779,True,Buenos Aires,5038,5885,29
780,True,Buenos Aires,5135,6467,30
781,True,Buenos Aires,5243,6430,31
782,True,Buenos Aires,5488,5954,32
783,True,Buenos Aires,5711,6405,33
784,True,Buenos Aires,5789,6508,34
785,True,Buenos Aires,5879,6465,35
786,True,Buenos Aires,5895,6245,36
787,True,Buenos Aires,5550,6162,37
788,True,Buenos Aires,5347,5937,38
789,True,Buenos Aires,5569,5945,39
790,True,Buenos Aires,5935,6048,40
791,True,Buenos Aires,5767,5726,41
792,True,Buenos Aires,5115,5321,42
793,True,Buenos Aires,5165,5165,43
794,True,Buenos Aires,4830,5246,44
795,True,Buenos Aires,5385,4979,45
796,True,Buenos Aires,4865,5195,46
797,True,Buenos Aires,5320,5675,47
798,True,Buenos Aires,5059,5617,48
799,True,Buenos Aires,5519,5938,49
800,True,Buenos Aires,5726,5963,50
801,True,Buenos Aires,5538,5791,51
802,True,Buenos Aires,4924,5211,52
803,True,Buenos Aires,5554,5637,53
804,True,Buenos Aires,5167,5536,54
805,True,Buenos Aires,5108,6392,55
806,True,Buenos Aires,5208,5678,56
807,True,Buenos Aires,5563,5698,57
808,True,Buenos Aires,5445,5633,58
809,True,Buenos Aires,5331,5436,59
810,True,Buenos Aires,4973,5365,60
811,True,Buenos Aires,5337,3876,61
812,True,Buenos Aires,5253,3470,62
813,True,Buenos Aires,4913,3025,63
814,True,Buenos Aires,4296,2619,64
815,True,Buenos Aires,3065,2742,65
816,True,Buenos Aires,2535,2556,66
817,True,Buenos Aires,2106,2024,67
818,True,Buenos Aires,1908,2133,68
819,True,Buenos Aires,1866,1735,69
820,True,Buenos Aires,1699,1999,70
821,True,Buenos Aires,1248,1758,71
822,True,Buenos Aires,1297,1549,72
823,True,Buenos Aires,1113,1352,73
824,True,Buenos Aires,1080,1292,74
825,True,Buenos Aires,981,1224,75
826,True,Buenos Aires,809,1119,76
827,True,Buenos Aires,999,945,77
828,True,Buenos Aires,772,1118,78
829,True,Buenos Aires,604,932,79
830,True,Buenos Aires,862,963,80
