id_establecimiento,financiamiento,tiene_terapia,id_departamento,id_provincia
10460282355000,privado,False,28,46
10500212357036,privado,True,21,50
10300152342098,privado,True,15,30
10300212142081,estatal,False,21,30
10300212342085,privado,False,21,30
10300842142049,estatal,False,84,30
10300842342096,privado,False,84,30
50900842196412,estatal,False,84,90
10340142347063,privado,True,14,34
50020012315682,privado,False,1,2
50020012315684,privado,False,2,2
51020012315687,privado,False,3,2
10740562380004,privado,True,56,74
50740562380220,privado,False,56,74
50141402231506,estatal,False,140,14
50140982231451,estatal,False,98,14
50140422231531,estatal,False,42,14
52661402373526,privado,False,140,66
50060352303827,privado,False,35,6
50062602303908,privado,False,260,6
50062742303910,privado,False,274,6
50064342303912,privado,False,434,6
50700422177176,estatal,False,42,70
53460142355211,privado,False,14,46
53460142355213,privado,False,14,46
10460142355039,privado,False,14,46
52064342303916,privado,False,434,6
51020012315931,privado,False,2,2
50064902304042,privado,False,490,6
53420212353702,privado,False,21,42
52062742304044,privado,False,274,6
52060282304046,privado,False,28,6
50060582304052,privado,False,658,6
51740072380242,privado,False,7,74
50380632150162,estatal,False,63,38
50860352192178,estatal,False,35,86
11500212157057,estatal,False,21,50
50660212173273,estatal,False,21,66
51740212380240,privado,False,21,74
52064272304826,privado,False,427,6
53064202304898,privado,False,420,6
50063572304900,privado,False,357,6
50141402231541,estatal,False,140,14
50141682231408,estatal,False,168,14
50140072231530,estatal,False,7,14
10661472173040,estatal,False,147,66
50140072231532,estatal,False,7,14
50140072231533,estatal,False,7,14
50140212231393,estatal,False,21,14
50140212231563,estatal,False,21,14
50780212383060,privado,False,21,78
10780212483012,estatal,False,21,78
50260772129143,estatal,False,77,26
50260772129127,estatal,False,77,26
50780212383074,privado,False,21,78
10740422180007,estatal,False,42,74
50141192231404,estatal,False,119,14
10740422180009,estatal,False,42,74
51780212383108,privado,False,21,78
50780212383085,privado,False,21,78
50780212383084,privado,False,21,78
10501192357014,privado,False,119,50
10500632357015,privado,True,63,50
10501052357020,privado,True,105,50
50141472231551,estatal,False,147,14
50141472231545,estatal,False,147,14
50141472231554,estatal,False,147,14
10661612173071,estatal,False,133,66
10660562373018,privado,True,56,66
50141472231553,estatal,False,147,14
50140212231456,estatal,False,21,14
50140422231578,estatal,False,42,14
10660562173063,estatal,True,56,66
