,cobertura,provincia,varón,mujer,edad
1490,True,Corrientes,21,8,92
1491,True,Corrientes,11,8,93
1492,True,Corrientes,9,5,94
1493,True,Corrientes,5,8,95
1494,True,Corrientes,8,6,96
1495,True,Corrientes,9,3,97
1496,True,Corrientes,6,2,98
1497,True,Corrientes,7,1,99
1498,True,Corrientes,1,-,100
1499,True,Corrientes,1,-,101
1500,True,Corrientes,1,2,102
1501,True,Corrientes,1,-,103
1502,True,Corrientes,1,-,105
1503,False,Corrientes,3888,3975,0
1504,False,Corrientes,3792,3857,1
1505,False,Corrientes,4234,4447,2
1506,False,Corrientes,4722,4793,3
1507,False,Corrientes,4854,4786,4
1508,False,Corrientes,4801,4822,5
1509,False,Corrientes,4660,4937,6
1510,False,Corrientes,5005,5231,7
1511,False,Corrientes,4791,4797,8
1512,False,Corrientes,4638,4815,9
1513,False,Corrientes,4495,4749,10
1514,False,Corrientes,4779,5032,11
1515,False,Corrientes,4797,5135,12
1516,False,Corrientes,4848,4786,13
1517,False,Corrientes,4555,4712,14
1518,False,Corrientes,4584,4587,15
1519,False,Corrientes,4687,4814,16
1520,False,Corrientes,5258,5555,17
1521,False,Corrientes,5634,6106,18
1522,False,Corrientes,5941,5908,19
1523,False,Corrientes,5825,5916,20
1524,False,Corrientes,6741,6762,21
1525,False,Corrientes,7630,7397,22
1526,False,Corrientes,7236,6800,23
1527,False,Corrientes,7038,6796,24
1528,False,Corrientes,6931,6596,25
1529,False,Corrientes,6488,6444,26
1530,False,Corrientes,6613,6438,27
1531,False,Corrientes,6061,5913,28
1532,False,Corrientes,5802,5636,29
1533,False,Corrientes,5627,5944,30
1534,False,Corrientes,5198,5162,31
1535,False,Corrientes,4566,4598,32
1536,False,Corrientes,4212,4415,33
1537,False,Corrientes,3865,4149,34
1538,False,Corrientes,4024,4163,35
1539,False,Corrientes,3613,3786,36
1540,False,Corrientes,3448,3443,37
1541,False,Corrientes,3457,3462,38
1542,False,Corrientes,3543,3730,39
1543,False,Corrientes,3597,3795,40
1544,False,Corrientes,3244,3423,41
1545,False,Corrientes,3590,3843,42
1546,False,Corrientes,3354,3361,43
1547,False,Corrientes,2993,3155,44
1548,False,Corrientes,2745,2976,45
1549,False,Corrientes,2733,2978,46
1550,False,Corrientes,2670,2944,47
1551,False,Corrientes,2421,2734,48
1552,False,Corrientes,2449,2698,49
1553,False,Corrientes,2391,2652,50
1554,False,Corrientes,2072,2313,51
1555,False,Corrientes,2070,2480,52
1556,False,Corrientes,1852,2194,53
1557,False,Corrientes,1914,2227,54
1558,False,Corrientes,1714,2129,55
1559,False,Corrientes,1826,2179,56
1560,False,Corrientes,1660,2050,57
1561,False,Corrientes,1631,1970,58
1562,False,Corrientes,1561,1730,59
1563,False,Corrientes,1347,1709,60
1564,False,Corrientes,973,1548,61
1565,False,Corrientes,800,1465,62
1566,False,Corrientes,577,1360,63
1567,False,Corrientes,480,1419,64
1568,False,Corrientes,342,1093,65
1569,False,Corrientes,215,507,66
1570,False,Corrientes,207,412,67
1571,False,Corrientes,190,316,68
1572,False,Corrientes,170,267,69
1573,False,Corrientes,117,208,70
1574,False,Corrientes,159,139,71
1575,False,Corrientes,109,110,72
1576,False,Corrientes,130,100,73
1577,False,Corrientes,90,103,74
1578,False,Corrientes,92,95,75
1579,False,Corrientes,105,104,76
1580,False,Corrientes,87,90,77
1581,False,Corrientes,73,87,78
1582,False,Corrientes,93,70,79
1583,False,Corrientes,70,56,80
1584,False,Corrientes,54,60,81
1585,False,Corrientes,50,54,82
1586,False,Corrientes,40,40,83
1587,False,Corrientes,34,30,84
1588,False,Corrientes,30,26,85
1589,False,Corrientes,35,23,86
1590,False,Corrientes,39,35,87
1591,False,Corrientes,25,24,88
1592,False,Corrientes,31,34,89
1593,False,Corrientes,34,28,90
1594,False,Corrientes,27,18,91
1595,False,Corrientes,26,25,92
1596,False,Corrientes,33,23,93
1597,False,Corrientes,29,30,94
1598,False,Corrientes,18,23,95
1599,False,Corrientes,22,15,96
1600,False,Corrientes,17,15,97
1601,False,Corrientes,18,11,98
1602,False,Corrientes,12,12,99
1603,False,Corrientes,2,1,100
1604,False,Corrientes,3,1,101
1605,False,Corrientes,-,1,102
1606,False,Corrientes,2,1,103
1607,False,Corrientes,2,1,104
1608,False,Corrientes,2,1,105
1609,False,Corrientes,1,-,106
1610,False,Corrientes,1,-,107
1611,False,Corrientes,1,-,108
1612,False,Corrientes,2,-,110
1613,True,Chaco,1913,1961,0
1614,True,Chaco,2152,2143,1
1615,True,Chaco,2534,2642,2
1616,True,Chaco,2923,2832,3
1617,True,Chaco,3030,3070,4
1618,True,Chaco,3116,3207,5
1619,True,Chaco,3212,3268,6
1620,True,Chaco,3587,3616,7
1621,True,Chaco,3353,3273,8
1622,True,Chaco,3332,3572,9
1623,True,Chaco,3305,3393,10
1624,True,Chaco,3590,3479,11
1625,True,Chaco,3543,3472,12
1626,True,Chaco,3256,3430,13
1627,True,Chaco,3179,3297,14
1628,True,Chaco,3309,3398,15
1629,True,Chaco,3282,3389,16
1630,True,Chaco,3547,3535,17
1631,True,Chaco,3072,3033,18
1632,True,Chaco,2937,2741,19
1633,True,Chaco,2794,2447,20
1634,True,Chaco,2439,2357,21
1635,True,Chaco,2573,2260,22
1636,True,Chaco,2404,2248,23
1637,True,Chaco,2481,2347,24
1638,True,Chaco,2592,2292,25
1639,True,Chaco,2546,2347,26
1640,True,Chaco,2928,2663,27
1641,True,Chaco,2965,2588,28
1642,True,Chaco,3415,2821,29
1643,True,Chaco,3782,3233,30
1644,True,Chaco,3913,3347,31
1645,True,Chaco,3574,3221,32
1646,True,Chaco,3633,3231,33
1647,True,Chaco,3719,3160,34
1648,True,Chaco,3863,3500,35
1649,True,Chaco,3951,3329,36
1650,True,Chaco,3669,3305,37
1651,True,Chaco,3719,3241,38
1652,True,Chaco,3940,3450,39
1653,True,Chaco,3952,3487,40
1654,True,Chaco,3819,3368,41
1655,True,Chaco,4218,3499,42
1656,True,Chaco,3863,3403,43
1657,True,Chaco,3599,3212,44
1658,True,Chaco,3526,3011,45
1659,True,Chaco,3434,2861,46
1660,True,Chaco,3341,2712,47
1661,True,Chaco,3283,2602,48
1662,True,Chaco,3147,2623,49
1663,True,Chaco,3220,2624,50
1664,True,Chaco,2986,2523,51
1665,True,Chaco,3082,2471,52
1666,True,Chaco,2978,2396,53
1667,True,Chaco,2955,2229,54
1668,True,Chaco,3045,2302,55
1669,True,Chaco,3018,2277,56
1670,True,Chaco,3148,2474,57
1671,True,Chaco,2952,2396,58
1672,True,Chaco,2967,2874,59
1673,True,Chaco,3085,2648,60
1674,True,Chaco,3270,2255,61
1675,True,Chaco,3670,2233,62
1676,True,Chaco,3546,2154,63
1677,True,Chaco,3602,2217,64
1678,True,Chaco,3990,2696,65
1679,True,Chaco,3504,2763,66
1680,True,Chaco,3411,2827,67
1681,True,Chaco,3388,2746,68
1682,True,Chaco,3149,2641,69
1683,True,Chaco,3094,2576,70
1684,True,Chaco,2789,2401,71
1685,True,Chaco,2530,2135,72
1686,True,Chaco,2373,1996,73
1687,True,Chaco,2377,1873,74
1688,True,Chaco,2164,1620,75
1689,True,Chaco,2009,1387,76
1690,True,Chaco,1799,1292,77
1691,True,Chaco,1756,1136,78
1692,True,Chaco,1652,1053,79
1693,True,Chaco,1521,914,80
1694,True,Chaco,1340,767,81
1695,True,Chaco,1359,748,82
1696,True,Chaco,1135,612,83
1697,True,Chaco,1089,542,84
1698,True,Chaco,918,472,85
1699,True,Chaco,805,328,86
1700,True,Chaco,705,327,87
1701,True,Chaco,553,237,88
1702,True,Chaco,489,186,89
1703,True,Chaco,419,198,90
1704,True,Chaco,352,122,91
1705,True,Chaco,294,102,92
1706,True,Chaco,227,86,93
1707,True,Chaco,165,61,94
1708,True,Chaco,105,41,95
1709,True,Chaco,89,32,96
1710,True,Chaco,60,17,97
1711,True,Chaco,47,11,98
1712,True,Chaco,25,18,99
1713,True,Chaco,13,4,100
1714,True,Chaco,15,4,101
1715,True,Chaco,17,8,102
1716,True,Chaco,9,5,103
1717,True,Chaco,9,1,104
1718,True,Chaco,2,-,105
1719,True,Chaco,-,1,106
1720,True,Chaco,1,1,107
1721,True,Chaco,-,1,108
1722,True,Chaco,2,1,109
1723,True,Chaco,2,1,110
1724,True,Chaco,198,195,0
1725,True,Chaco,245,249,1
1726,True,Chaco,213,243,2
1727,True,Chaco,293,303,3
1728,True,Chaco,274,329,4
1729,True,Chaco,329,359,5
1730,True,Chaco,325,316,6
1731,True,Chaco,376,385,7
1732,True,Chaco,344,387,8
1733,True,Chaco,332,407,9
1734,True,Chaco,370,391,10
1735,True,Chaco,402,418,11
1736,True,Chaco,367,421,12
1737,True,Chaco,377,430,13
1738,True,Chaco,334,396,14
1739,True,Chaco,384,408,15
1740,True,Chaco,406,358,16
1741,True,Chaco,384,427,17
1742,True,Chaco,335,397,18
1743,True,Chaco,311,344,19
1744,True,Chaco,343,330,20
1745,True,Chaco,297,284,21
1746,True,Chaco,317,313,22
1747,True,Chaco,318,277,23
1748,True,Chaco,317,291,24
1749,True,Chaco,335,320,25
1750,True,Chaco,334,334,26
1751,True,Chaco,345,365,27
1752,True,Chaco,386,318,28
1753,True,Chaco,458,363,29
1754,True,Chaco,413,404,30
1755,True,Chaco,434,372,31
1756,True,Chaco,437,360,32
1757,True,Chaco,413,350,33
1758,True,Chaco,448,368,34
1759,True,Chaco,450,374,35
1760,True,Chaco,464,401,36
1761,True,Chaco,494,364,37
1762,True,Chaco,453,433,38
1763,True,Chaco,490,421,39
1764,True,Chaco,529,428,40
1765,True,Chaco,473,426,41
1766,True,Chaco,522,418,42
1767,True,Chaco,498,435,43
1768,True,Chaco,498,392,44
1769,True,Chaco,488,398,45
1770,True,Chaco,432,364,46
1771,True,Chaco,483,345,47
1772,True,Chaco,442,296,48
1773,True,Chaco,453,314,49
1774,True,Chaco,434,330,50
1775,True,Chaco,441,339,51
1776,True,Chaco,435,348,52
1777,True,Chaco,457,309,53
1778,True,Chaco,493,317,54
1779,True,Chaco,448,315,55
1780,True,Chaco,432,332,56
1781,True,Chaco,451,331,57
1782,True,Chaco,448,282,58
1783,True,Chaco,453,336,59
1784,True,Chaco,379,334,60
1785,True,Chaco,309,291,61
1786,True,Chaco,313,276,62
1787,True,Chaco,231,274,63
1788,True,Chaco,203,270,64
1789,True,Chaco,168,247,65
1790,True,Chaco,127,151,66
1791,True,Chaco,148,122,67
1792,True,Chaco,131,134,68
1793,True,Chaco,112,105,69
1794,True,Chaco,101,89,70
1795,True,Chaco,75,72,71
1796,True,Chaco,68,42,72
1797,True,Chaco,44,56,73
1798,True,Chaco,66,57,74
1799,True,Chaco,44,38,75
1800,True,Chaco,51,35,76
1801,True,Chaco,49,33,77
1802,True,Chaco,36,29,78
1803,True,Chaco,43,25,79
1804,True,Chaco,32,30,80
1805,True,Chaco,30,12,81
1806,True,Chaco,20,19,82
1807,True,Chaco,26,12,83
1808,True,Chaco,21,12,84
1809,True,Chaco,10,7,85
1810,True,Chaco,13,13,86
1811,True,Chaco,11,6,87
1812,True,Chaco,10,2,88
1813,True,Chaco,12,3,89
1814,True,Chaco,-,5,90
1815,True,Chaco,6,3,91
1816,True,Chaco,4,2,92
1817,True,Chaco,5,1,93
1818,True,Chaco,4,6,95
1819,True,Chaco,1,2,96
1820,True,Chaco,1,1,97
1821,True,Chaco,1,2,98
1822,True,Chaco,1,1,99
1823,True,Chaco,1,-,102
1824,True,Chaco,1,-,107
1825,True,Chaco,1,-,110
1826,False,Chaco,4792,5220,0
1827,False,Chaco,4528,4853,1
1828,False,Chaco,5359,5590,2
1829,False,Chaco,5999,6098,3
1830,False,Chaco,5857,6121,4
1831,False,Chaco,5740,5669,5
1832,False,Chaco,6010,5782,6
1833,False,Chaco,6322,6475,7
1834,False,Chaco,5771,6068,8
1835,False,Chaco,5860,5966,9
1836,False,Chaco,5604,5738,10
1837,False,Chaco,5892,6060,11
1838,False,Chaco,5627,5685,12
1839,False,Chaco,5454,5562,13
1840,False,Chaco,5173,5244,14
1841,False,Chaco,5271,5144,15
1842,False,Chaco,5521,5627,16
1843,False,Chaco,5943,6079,17
1844,False,Chaco,6366,6452,18
1845,False,Chaco,6287,6574,19
1846,False,Chaco,6466,6702,20
1847,False,Chaco,6468,6369,21
1848,False,Chaco,7289,7319,22
1849,False,Chaco,7228,7161,23
1850,False,Chaco,7438,6822,24
1851,False,Chaco,7318,6917,25
1852,False,Chaco,7139,6729,26
1853,False,Chaco,7255,6737,27
1854,False,Chaco,6476,5972,28
1855,False,Chaco,6338,5969,29
1856,False,Chaco,6370,5933,30
1857,False,Chaco,5664,5363,31
1858,False,Chaco,5010,4889,32
1859,False,Chaco,4705,4488,33
1860,False,Chaco,4496,4305,34
1861,False,Chaco,4680,4392,35
1862,False,Chaco,4411,4149,36
1863,False,Chaco,4048,3931,37
1864,False,Chaco,4085,3750,38
1865,False,Chaco,4188,4106,39
1866,False,Chaco,4109,3997,40
1867,False,Chaco,3800,3662,41
1868,False,Chaco,4004,3953,42
1869,False,Chaco,3609,3626,43
1870,False,Chaco,3308,3342,44
1871,False,Chaco,3200,3288,45
1872,False,Chaco,2955,3161,46
1873,False,Chaco,2850,3098,47
1874,False,Chaco,2658,2804,48
1875,False,Chaco,2555,2621,49
1876,False,Chaco,2481,2650,50
1877,False,Chaco,2255,2406,51
1878,False,Chaco,2061,2445,52
1879,False,Chaco,2003,2142,53
1880,False,Chaco,2045,2258,54
1881,False,Chaco,2025,2115,55
1882,False,Chaco,1940,2108,56
1883,False,Chaco,1851,2100,57
1884,False,Chaco,1821,1919,58
1885,False,Chaco,1732,1670,59
1886,False,Chaco,1445,1609,60
1887,False,Chaco,1109,1643,61
1888,False,Chaco,919,1679,62
1889,False,Chaco,673,1545,63
1890,False,Chaco,586,1539,64
1891,False,Chaco,422,1254,65
1892,False,Chaco,270,606,66
1893,False,Chaco,246,445,67
1894,False,Chaco,237,352,68
1895,False,Chaco,203,299,69
1896,False,Chaco,182,217,70
1897,False,Chaco,152,151,71
1898,False,Chaco,112,131,72
1899,False,Chaco,103,112,73
1900,False,Chaco,97,97,74
1901,False,Chaco,73,60,75
1902,False,Chaco,78,72,76
1903,False,Chaco,77,58,77
1904,False,Chaco,79,53,78
1905,False,Chaco,72,61,79
1906,False,Chaco,51,60,80
1907,False,Chaco,45,48,81
1908,False,Chaco,48,39,82
1909,False,Chaco,34,29,83
1910,False,Chaco,34,21,84
1911,False,Chaco,31,34,85
1912,False,Chaco,30,26,86
1913,False,Chaco,28,12,87
1914,False,Chaco,19,10,88
1915,False,Chaco,20,19,89
1916,False,Chaco,26,31,90
1917,False,Chaco,20,21,91
1918,False,Chaco,20,27,92
1919,False,Chaco,24,19,93
1920,False,Chaco,17,19,94
1921,False,Chaco,25,17,95
1922,False,Chaco,23,18,96
1923,False,Chaco,14,22,97
1924,False,Chaco,14,9,98
1925,False,Chaco,6,4,99
1926,False,Chaco,5,4,100
1927,False,Chaco,3,-,101
1928,False,Chaco,9,-,102
1929,False,Chaco,2,2,103
1930,False,Chaco,1,4,104
1931,False,Chaco,2,-,105
1932,False,Chaco,1,1,106
1933,True,Chubut,1891,1999,0
1934,True,Chubut,1984,2071,1
1935,True,Chubut,2291,2344,2
1936,True,Chubut,2590,2573,3
1937,True,Chubut,2809,2763,4
1938,True,Chubut,2871,3102,5
1939,True,Chubut,3077,3231,6
1940,True,Chubut,3326,3345,7
1941,True,Chubut,3259,3482,8
1942,True,Chubut,3332,3447,9
1943,True,Chubut,3295,3298,10
1944,True,Chubut,3390,3457,11
1945,True,Chubut,3515,3489,12
1946,True,Chubut,3451,3446,13
1947,True,Chubut,3380,3378,14
1948,True,Chubut,3357,3415,15
1949,True,Chubut,3291,3331,16
1950,True,Chubut,3263,3305,17
1951,True,Chubut,2663,2769,18
1952,True,Chubut,2481,2502,19
1953,True,Chubut,2394,2471,20
1954,True,Chubut,2029,2003,21
1955,True,Chubut,1950,1887,22
1956,True,Chubut,1872,1848,23
1957,True,Chubut,2035,1942,24
1958,True,Chubut,2212,2085,25
1959,True,Chubut,2224,2081,26
1960,True,Chubut,2504,2264,27
1961,True,Chubut,2578,2426,28
1962,True,Chubut,2688,2544,29
1963,True,Chubut,3081,2794,30
1964,True,Chubut,3064,2871,31
1965,True,Chubut,3160,2775,32
1966,True,Chubut,3116,2836,33
1967,True,Chubut,3174,3019,34
1968,True,Chubut,3478,3194,35
1969,True,Chubut,3353,3108,36
1970,True,Chubut,3325,3064,37
1971,True,Chubut,3301,3152,38
1972,True,Chubut,3517,3288,39
1973,True,Chubut,3606,3297,40
1974,True,Chubut,3446,3197,41
1975,True,Chubut,3647,3431,42
1976,True,Chubut,3573,3222,43
1977,True,Chubut,3463,3159,44
1978,True,Chubut,3294,3148,45
1979,True,Chubut,3220,2830,46
1980,True,Chubut,2947,2706,47
1981,True,Chubut,2790,2557,48
1982,True,Chubut,2723,2548,49
1983,True,Chubut,2604,2478,50
1984,True,Chubut,2463,2218,51
1985,True,Chubut,2359,2223,52
1986,True,Chubut,2240,2017,53
1987,True,Chubut,2198,1911,54
1988,True,Chubut,2259,1868,55
1989,True,Chubut,2165,1908,56
1990,True,Chubut,2193,2024,57
1991,True,Chubut,2117,1942,58
1992,True,Chubut,2178,2020,59
1993,True,Chubut,2187,1929,60
1994,True,Chubut,2144,1713,61
1995,True,Chubut,2241,1734,62
1996,True,Chubut,2196,1650,63
1997,True,Chubut,2133,1634,64
1998,True,Chubut,2248,1826,65
1999,True,Chubut,2063,1774,66
2000,True,Chubut,1956,1716,67
2001,True,Chubut,2002,1660,68
2002,True,Chubut,1886,1678,69
2003,True,Chubut,1832,1613,70
2004,True,Chubut,1692,1378,71
2005,True,Chubut,1595,1434,72
2006,True,Chubut,1489,1276,73
2007,True,Chubut,1342,1174,74
2008,True,Chubut,1295,1081,75
2009,True,Chubut,1207,978,76
2010,True,Chubut,1135,828,77
2011,True,Chubut,1063,771,78
2012,True,Chubut,1027,677,79
2013,True,Chubut,890,635,80
2014,True,Chubut,821,597,81
2015,True,Chubut,785,513,82
2016,True,Chubut,683,395,83
2017,True,Chubut,627,395,84
2018,True,Chubut,569,337,85
2019,True,Chubut,493,279,86
2020,True,Chubut,429,243,87
2021,True,Chubut,385,192,88
2022,True,Chubut,337,142,89
2023,True,Chubut,274,113,90
2024,True,Chubut,212,103,91
2025,True,Chubut,206,79,92
2026,True,Chubut,145,62,93
2027,True,Chubut,126,40,94
2028,True,Chubut,93,33,95
2029,True,Chubut,74,33,96
2030,True,Chubut,64,18,97
2031,True,Chubut,42,15,98
2032,True,Chubut,37,12,99
2033,True,Chubut,21,6,100
2034,True,Chubut,11,2,101
2035,True,Chubut,2,1,102
2036,True,Chubut,3,1,103
2037,True,Chubut,1,1,105
2038,True,Chubut,107,105,0
2039,True,Chubut,89,97,1
2040,True,Chubut,105,116,2
2041,True,Chubut,103,121,3
2042,True,Chubut,136,117,4
2043,True,Chubut,132,136,5
2044,True,Chubut,127,110,6
2045,True,Chubut,134,158,7
2046,True,Chubut,187,155,8
2047,True,Chubut,158,155,9
2048,True,Chubut,139,127,10
2049,True,Chubut,145,150,11
2050,True,Chubut,158,163,12
2051,True,Chubut,153,158,13
2052,True,Chubut,139,147,14
2053,True,Chubut,143,178,15
2054,True,Chubut,125,148,16
2055,True,Chubut,125,156,17
2056,True,Chubut,109,102,18
2057,True,Chubut,110,123,19
2058,True,Chubut,103,127,20
2059,True,Chubut,97,91,21
2060,True,Chubut,128,98,22
2061,True,Chubut,97,79,23
2062,True,Chubut,121,93,24
2063,True,Chubut,142,124,25
2064,True,Chubut,119,111,26
2065,True,Chubut,133,98,27
2066,True,Chubut,131,105,28
2067,True,Chubut,151,119,29
2068,True,Chubut,158,142,30
2069,True,Chubut,187,132,31
2070,True,Chubut,151,149,32
2071,True,Chubut,176,99,33
2072,True,Chubut,165,130,34
2073,True,Chubut,164,114,35
2074,True,Chubut,119,122,36
2075,True,Chubut,147,134,37
2076,True,Chubut,153,136,38
2077,True,Chubut,150,147,39
2078,True,Chubut,161,166,40
2079,True,Chubut,179,141,41
2080,True,Chubut,153,144,42
2081,True,Chubut,154,115,43
2082,True,Chubut,154,151,44
2083,True,Chubut,161,124,45
2084,True,Chubut,145,118,46
2085,True,Chubut,148,122,47
2086,True,Chubut,168,111,48
2087,True,Chubut,129,125,49
2088,True,Chubut,146,114,50
2089,True,Chubut,136,93,51
2090,True,Chubut,141,93,52
2091,True,Chubut,133,93,53
2092,True,Chubut,142,86,54
2093,True,Chubut,121,88,55
2094,True,Chubut,117,92,56
2095,True,Chubut,130,83,57
2096,True,Chubut,123,78,58
2097,True,Chubut,121,69,59
2098,True,Chubut,102,93,60
2099,True,Chubut,79,74,61
2100,True,Chubut,75,73,62
2101,True,Chubut,67,72,63
2102,True,Chubut,60,62,64
2103,True,Chubut,57,49,65
2104,True,Chubut,61,49,66
2105,True,Chubut,61,51,67
2106,True,Chubut,39,21,68
2107,True,Chubut,33,26,69
2108,True,Chubut,36,33,70
2109,True,Chubut,38,26,71
2110,True,Chubut,30,18,72
2111,True,Chubut,21,22,73
2112,True,Chubut,23,14,74
2113,True,Chubut,20,14,75
2114,True,Chubut,19,21,76
2115,True,Chubut,12,21,77
2116,True,Chubut,18,16,78
2117,True,Chubut,17,16,79
2118,True,Chubut,27,13,80
2119,True,Chubut,7,10,81
2120,True,Chubut,11,8,82
2121,True,Chubut,9,7,83
2122,True,Chubut,9,5,84
2123,True,Chubut,11,6,85
2124,True,Chubut,7,4,86
2125,True,Chubut,4,1,87
2126,True,Chubut,3,3,88
2127,True,Chubut,4,3,89
2128,True,Chubut,4,3,90
2129,True,Chubut,2,1,91
2130,True,Chubut,2,1,92
2131,True,Chubut,3,3,93
2132,True,Chubut,-,1,94
2133,True,Chubut,-,3,95
2134,True,Chubut,3,1,96
2135,True,Chubut,2,-,97
2136,True,Chubut,1,-,98
2137,True,Chubut,2,-,99
2138,False,Chubut,1100,1018,0
2139,False,Chubut,1030,1024,1
2140,False,Chubut,1185,1222,2
2141,False,Chubut,1199,1262,3
2142,False,Chubut,1289,1333,4
2143,False,Chubut,1308,1375,5
2144,False,Chubut,1412,1403,6
2145,False,Chubut,1376,1383,7
2146,False,Chubut,1319,1382,8
2147,False,Chubut,1398,1457,9
2148,False,Chubut,1245,1282,10
2149,False,Chubut,1316,1328,11
2150,False,Chubut,1287,1362,12
2151,False,Chubut,1326,1337,13
2152,False,Chubut,1240,1368,14
2153,False,Chubut,1237,1226,15
2154,False,Chubut,1220,1208,16
2155,False,Chubut,1196,1346,17
2156,False,Chubut,1322,1389,18
2157,False,Chubut,1378,1507,19
2158,False,Chubut,1459,1521,20
2159,False,Chubut,2070,2203,21
2160,False,Chubut,2214,2376,22
2161,False,Chubut,2213,2337,23
2162,False,Chubut,2129,2268,24
2163,False,Chubut,2268,2368,25
2164,False,Chubut,2175,2332,26
2165,False,Chubut,2196,2163,27
2166,False,Chubut,1962,2058,28
2167,False,Chubut,1880,1901,29
2168,False,Chubut,1882,1933,30
2169,False,Chubut,1655,1658,31
2170,False,Chubut,1477,1665,32
2171,False,Chubut,1442,1544,33
2172,False,Chubut,1364,1482,34
2173,False,Chubut,1430,1495,35
2174,False,Chubut,1268,1445,36
2175,False,Chubut,1134,1341,37
2176,False,Chubut,1193,1279,38
2177,False,Chubut,1152,1299,39
2178,False,Chubut,1152,1241,40
2179,False,Chubut,1090,1239,41
2180,False,Chubut,1156,1252,42
2181,False,Chubut,1074,1186,43
2182,False,Chubut,1011,1177,44
2183,False,Chubut,935,1087,45
2184,False,Chubut,884,1019,46
2185,False,Chubut,860,1011,47
2186,False,Chubut,843,871,48
2187,False,Chubut,801,946,49
2188,False,Chubut,754,880,50
2189,False,Chubut,754,812,51
2190,False,Chubut,742,801,52
2191,False,Chubut,662,758,53
2192,False,Chubut,663,699,54
2193,False,Chubut,610,715,55
2194,False,Chubut,632,717,56
2195,False,Chubut,609,739,57
2196,False,Chubut,621,671,58
2197,False,Chubut,567,634,59
2198,False,Chubut,464,633,60
2199,False,Chubut,310,577,61
2200,False,Chubut,229,481,62
2201,False,Chubut,195,444,63
2202,False,Chubut,144,417,64
2203,False,Chubut,122,335,65
2204,False,Chubut,88,142,66
2205,False,Chubut,74,131,67
2206,False,Chubut,70,101,68
2207,False,Chubut,59,76,69
2208,False,Chubut,46,73,70
2209,False,Chubut,35,40,71
2210,False,Chubut,55,48,72
2211,False,Chubut,42,37,73
2212,False,Chubut,41,43,74
2213,False,Chubut,39,23,75
2214,False,Chubut,33,28,76
2215,False,Chubut,32,22,77
2216,False,Chubut,34,16,78
2217,False,Chubut,21,36,79
2218,False,Chubut,27,19,80
2219,False,Chubut,23,26,81
2220,False,Chubut,20,15,82
2221,False,Chubut,23,16,83
2222,False,Chubut,29,17,84
2223,False,Chubut,10,14,85
2224,False,Chubut,15,16,86
2225,False,Chubut,10,18,87
2226,False,Chubut,11,14,88
2227,False,Chubut,8,15,89
2228,False,Chubut,21,12,90
2229,False,Chubut,12,9,91
2230,False,Chubut,12,11,92
2231,False,Chubut,7,7,93
2232,False,Chubut,8,12,94
2233,False,Chubut,15,14,95
2234,False,Chubut,5,10,96
2235,False,Chubut,10,2,97
2236,False,Chubut,11,4,98
2237,False,Chubut,10,5,99
2238,False,Chubut,-,1,100
2239,False,Chubut,-,1,103
2240,True,Entre Ríos,3789,3818,0
2241,True,Entre Ríos,3896,4162,1
2242,True,Entre Ríos,4400,4601,2
2243,True,Entre Ríos,5058,5149,3
2244,True,Entre Ríos,5283,5699,4
2245,True,Entre Ríos,5696,6012,5
2246,True,Entre Ríos,5831,6055,6
2247,True,Entre Ríos,6275,6557,7
2248,True,Entre Ríos,6002,6299,8
2249,True,Entre Ríos,6109,6408,9
2250,True,Entre Ríos,5929,6235,10
2251,True,Entre Ríos,6156,6617,11
2252,True,Entre Ríos,6168,6403,12
2253,True,Entre Ríos,6124,6343,13
2254,True,Entre Ríos,6132,6351,14
2255,True,Entre Ríos,6126,6293,15
2256,True,Entre Ríos,6180,6384,16
2257,True,Entre Ríos,6471,6645,17
2258,True,Entre Ríos,5898,5963,18
2259,True,Entre Ríos,5755,5726,19
2260,True,Entre Ríos,5435,5195,20
2261,True,Entre Ríos,4847,4846,21
2262,True,Entre Ríos,4521,4399,22
2263,True,Entre Ríos,3878,4092,23
2264,True,Entre Ríos,4159,4165,24
2265,True,Entre Ríos,4226,4347,25
2266,True,Entre Ríos,4214,4132,26
2267,True,Entre Ríos,4594,4576,27
2268,True,Entre Ríos,4875,4860,28
2269,True,Entre Ríos,5302,5073,29
2270,True,Entre Ríos,5980,5552,30
2271,True,Entre Ríos,6188,5643,31
2272,True,Entre Ríos,6168,5568,32
2273,True,Entre Ríos,6099,5600,33
2274,True,Entre Ríos,6135,5612,34
2275,True,Entre Ríos,6459,5971,35
2276,True,Entre Ríos,6507,5927,36
2277,True,Entre Ríos,6145,5648,37
2278,True,Entre Ríos,6212,5671,38
2279,True,Entre Ríos,6659,6157,39
2280,True,Entre Ríos,6845,6266,40
2281,True,Entre Ríos,6550,5929,41
2282,True,Entre Ríos,7120,6492,42
2283,True,Entre Ríos,6902,6239,43
2284,True,Entre Ríos,6606,6056,44
2285,True,Entre Ríos,6189,5751,45
2286,True,Entre Ríos,6129,5426,46
2287,True,Entre Ríos,6003,5322,47
2288,True,Entre Ríos,5622,5137,48
2289,True,Entre Ríos,5723,5218,49
2290,True,Entre Ríos,5932,5145,50
2291,True,Entre Ríos,5405,4826,51
2292,True,Entre Ríos,5292,4651,52
2293,True,Entre Ríos,5177,4530,53
2294,True,Entre Ríos,5062,4520,54
2295,True,Entre Ríos,5134,4354,55
