,cobertura,provincia,varón,mujer,edad
0,True,Caba,8381,8741,0
1,True,Caba,8344,8506,1
2,True,Caba,9390,9536,2
3,True,Caba,10078,10590,3
4,True,Caba,11054,11344,4
5,True,Caba,11921,12379,5
6,True,Caba,12225,12803,6
7,True,Caba,12867,13338,7
8,True,Caba,12884,13113,8
9,True,Caba,12618,13386,9
10,True,Caba,12664,12984,10
11,True,Caba,13237,13775,11
12,True,Caba,13249,13714,12
13,True,Caba,13097,13385,13
14,True,Caba,12491,13206,14
15,True,Caba,12870,13322,15
16,True,Caba,13378,13340,16
17,True,Caba,13812,14019,17
18,True,Caba,15055,14840,18
19,True,Caba,15105,14416,19
20,True,Caba,15377,14588,20
21,True,Caba,15375,14010,21
22,True,Caba,15637,14337,22
23,True,Caba,15572,13921,23
24,True,Caba,15830,14180,24
25,True,Caba,16642,14811,25
26,True,Caba,16875,15109,26
27,True,Caba,17883,15792,27
28,True,Caba,17788,15877,28
29,True,Caba,19057,16616,29
30,True,Caba,20366,18036,30
31,True,Caba,20676,18343,31
32,True,Caba,20537,18435,32
33,True,Caba,21042,18742,33
34,True,Caba,20377,18490,34
35,True,Caba,21336,19268,35
36,True,Caba,20843,18750,36
37,True,Caba,20387,18513,37
38,True,Caba,20057,18217,38
39,True,Caba,19819,17872,39
40,True,Caba,21122,18548,40
41,True,Caba,19859,17596,41
42,True,Caba,20774,18302,42
43,True,Caba,20352,17607,43
44,True,Caba,20144,17382,44
45,True,Caba,20699,17683,45
46,True,Caba,20183,17120,46
47,True,Caba,19677,16649,47
48,True,Caba,18472,15530,48
49,True,Caba,18242,15287,49
50,True,Caba,18641,15714,50
51,True,Caba,17173,14324,51
52,True,Caba,16671,13927,52
53,True,Caba,16088,13454,53
54,True,Caba,16088,12835,54
55,True,Caba,15683,12875,55
56,True,Caba,15689,12676,56
57,True,Caba,15841,12564,57
58,True,Caba,15394,12154,58
59,True,Caba,16003,12779,59
60,True,Caba,16516,12657,60
61,True,Caba,15748,11936,61
62,True,Caba,16364,12211,62
63,True,Caba,16251,11822,63
64,True,Caba,16019,11440,64
65,True,Caba,16999,12081,65
66,True,Caba,16164,11422,66
67,True,Caba,15997,11261,67
68,True,Caba,15535,10888,68
69,True,Caba,16028,11168,69
70,True,Caba,16024,11008,70
71,True,Caba,15304,10582,71
72,True,Caba,15393,10363,72
73,True,Caba,14477,9902,73
74,True,Caba,14289,9448,74
75,True,Caba,14293,9027,75
76,True,Caba,13955,8650,76
77,True,Caba,13226,8157,77
78,True,Caba,12424,7389,78
79,True,Caba,11303,6746,79
80,True,Caba,10762,6057,80
81,True,Caba,9828,5598,81
82,True,Caba,9446,5077,82
83,True,Caba,8523,4447,83
84,True,Caba,7706,4045,84
85,True,Caba,7098,3541,85
86,True,Caba,6594,3161,86
87,True,Caba,6014,2846,87
88,True,Caba,5276,2360,88
89,True,Caba,5083,2058,89
90,True,Caba,4518,1789,90
91,True,Caba,3866,1531,91
92,True,Caba,3242,1153,92
93,True,Caba,2704,885,93
94,True,Caba,2156,675,94
95,True,Caba,1492,507,95
96,True,Caba,1204,354,96
97,True,Caba,928,262,97
98,True,Caba,569,146,98
99,True,Caba,420,100,99
100,True,Caba,221,49,100
101,True,Caba,133,21,101
102,True,Caba,89,16,102
103,True,Caba,54,12,103
104,True,Caba,37,5,104
105,True,Caba,14,5,105
106,True,Caba,11,1,106
107,True,Caba,10,2,107
108,True,Caba,6,3,108
109,True,Caba,8,3,109
110,True,Caba,4,-,110
111,True,Caba,267,296,0
112,True,Caba,262,295,1
113,True,Caba,319,329,2
114,True,Caba,374,384,3
115,True,Caba,452,395,4
116,True,Caba,434,439,5
117,True,Caba,439,457,6
118,True,Caba,472,479,7
119,True,Caba,479,486,8
120,True,Caba,500,526,9
121,True,Caba,463,483,10
122,True,Caba,406,564,11
123,True,Caba,482,525,12
124,True,Caba,500,497,13
125,True,Caba,510,477,14
126,True,Caba,487,505,15
127,True,Caba,469,434,16
128,True,Caba,464,427,17
129,True,Caba,496,434,18
130,True,Caba,496,472,19
131,True,Caba,525,430,20
132,True,Caba,509,439,21
133,True,Caba,541,499,22
134,True,Caba,561,411,23
135,True,Caba,552,418,24
136,True,Caba,546,438,25
137,True,Caba,575,486,26
138,True,Caba,584,497,27
139,True,Caba,613,456,28
140,True,Caba,604,500,29
141,True,Caba,639,506,30
142,True,Caba,608,520,31
143,True,Caba,565,513,32
144,True,Caba,627,473,33
145,True,Caba,612,475,34
146,True,Caba,597,452,35
147,True,Caba,543,479,36
148,True,Caba,542,503,37
149,True,Caba,562,491,38
150,True,Caba,540,472,39
151,True,Caba,561,457,40
152,True,Caba,581,424,41
153,True,Caba,574,507,42
154,True,Caba,520,421,43
155,True,Caba,574,470,44
156,True,Caba,543,484,45
157,True,Caba,560,440,46
158,True,Caba,594,421,47
159,True,Caba,518,416,48
160,True,Caba,554,417,49
161,True,Caba,590,438,50
162,True,Caba,449,407,51
163,True,Caba,521,369,52
164,True,Caba,462,370,53
165,True,Caba,459,365,54
166,True,Caba,504,376,55
167,True,Caba,533,379,56
168,True,Caba,457,343,57
169,True,Caba,501,349,58
170,True,Caba,519,343,59
171,True,Caba,433,392,60
172,True,Caba,422,366,61
173,True,Caba,359,355,62
174,True,Caba,289,341,63
175,True,Caba,264,354,64
176,True,Caba,281,287,65
177,True,Caba,215,213,66
178,True,Caba,208,192,67
179,True,Caba,167,154,68
180,True,Caba,169,145,69
181,True,Caba,201,137,70
182,True,Caba,195,114,71
183,True,Caba,182,124,72
184,True,Caba,156,99,73
185,True,Caba,116,99,74
186,True,Caba,136,79,75
187,True,Caba,137,82,76
188,True,Caba,131,87,77
189,True,Caba,100,62,78
190,True,Caba,106,69,79
191,True,Caba,96,52,80
192,True,Caba,84,45,81
193,True,Caba,102,46,82
194,True,Caba,82,42,83
195,True,Caba,72,35,84
196,True,Caba,52,22,85
197,True,Caba,63,32,86
198,True,Caba,59,21,87
199,True,Caba,37,17,88
200,True,Caba,55,27,89
201,True,Caba,46,17,90
202,True,Caba,28,16,91
203,True,Caba,32,14,92
204,True,Caba,24,6,93
205,True,Caba,27,4,94
206,True,Caba,20,6,95
207,True,Caba,19,9,96
208,True,Caba,2,1,97
209,True,Caba,6,1,98
210,True,Caba,4,4,99
211,True,Caba,3,-,100
212,True,Caba,2,-,101
213,True,Caba,2,-,103
214,True,Caba,1,-,104
215,True,Caba,1,-,105
216,True,Caba,-,1,110
217,False,Caba,1979,2017,0
218,False,Caba,1948,2162,1
219,False,Caba,2360,2647,2
220,False,Caba,2647,2730,3
221,False,Caba,3032,2951,4
222,False,Caba,3186,3145,5
223,False,Caba,3359,3149,6
224,False,Caba,3445,3341,7
225,False,Caba,3324,3390,8
226,False,Caba,3349,3434,9
227,False,Caba,3468,3255,10
228,False,Caba,3347,3480,11
229,False,Caba,3413,3619,12
230,False,Caba,3305,3441,13
231,False,Caba,3308,3354,14
232,False,Caba,3187,3286,15
233,False,Caba,3306,3439,16
234,False,Caba,3647,3459,17
235,False,Caba,4356,4060,18
236,False,Caba,4673,4407,19
237,False,Caba,4990,4745,20
238,False,Caba,6285,5721,21
239,False,Caba,6466,6251,22
240,False,Caba,6188,5861,23
241,False,Caba,6203,6102,24
242,False,Caba,6431,6175,25
243,False,Caba,6358,6119,26
244,False,Caba,6158,6152,27
245,False,Caba,5626,5824,28
246,False,Caba,5569,5742,29
247,False,Caba,5588,5708,30
248,False,Caba,4962,5454,31
249,False,Caba,4841,5218,32
250,False,Caba,4844,5102,33
251,False,Caba,4425,4855,34
252,False,Caba,4405,4943,35
253,False,Caba,4090,4535,36
254,False,Caba,3872,4322,37
255,False,Caba,3767,4283,38
256,False,Caba,3722,4155,39
257,False,Caba,3813,4333,40
258,False,Caba,3523,3882,41
259,False,Caba,3623,3950,42
260,False,Caba,3395,3759,43
261,False,Caba,3379,3581,44
262,False,Caba,3353,3703,45
263,False,Caba,3410,3258,46
264,False,Caba,3462,3373,47
265,False,Caba,3319,3188,48
266,False,Caba,3394,3252,49
267,False,Caba,3378,3198,50
268,False,Caba,3121,2909,51
269,False,Caba,3177,2883,52
270,False,Caba,2998,2768,53
271,False,Caba,2856,2652,54
272,False,Caba,2782,2554,55
273,False,Caba,2838,2552,56
274,False,Caba,2670,2478,57
275,False,Caba,2765,2343,58
276,False,Caba,2775,2400,59
277,False,Caba,2496,2397,60
278,False,Caba,2040,2156,61
279,False,Caba,1757,2090,62
280,False,Caba,1449,2026,63
281,False,Caba,1159,1843,64
282,False,Caba,1099,1668,65
283,False,Caba,836,1029,66
284,False,Caba,778,834,67
285,False,Caba,603,630,68
286,False,Caba,589,523,69
287,False,Caba,531,442,70
288,False,Caba,462,339,71
289,False,Caba,450,295,72
290,False,Caba,376,225,73
291,False,Caba,329,233,74
292,False,Caba,336,213,75
293,False,Caba,276,208,76
294,False,Caba,273,186,77
295,False,Caba,197,140,78
296,False,Caba,210,144,79
297,False,Caba,188,119,80
298,False,Caba,171,87,81
299,False,Caba,168,74,82
300,False,Caba,160,53,83
301,False,Caba,95,60,84
302,False,Caba,107,62,85
303,False,Caba,123,56,86
304,False,Caba,89,43,87
305,False,Caba,91,40,88
306,False,Caba,71,45,89
307,False,Caba,80,42,90
308,False,Caba,58,28,91
309,False,Caba,42,33,92
310,False,Caba,46,13,93
311,False,Caba,45,23,94
312,False,Caba,28,16,95
313,False,Caba,36,22,96
314,False,Caba,29,17,97
315,False,Caba,16,12,98
316,False,Caba,19,11,99
317,False,Caba,2,2,100
318,False,Caba,4,7,102
319,False,Caba,2,-,103
320,False,Caba,-,1,106
321,False,Caba,3,-,107
322,False,Caba,1,-,109
323,False,Caba,1,1,110
324,True,Buenos Aires,42542,43705,0
325,True,Buenos Aires,46097,47435,1
326,True,Buenos Aires,52506,54527,2
327,True,Buenos Aires,59335,61557,3
328,True,Buenos Aires,63881,65836,4
329,True,Buenos Aires,67787,70690,5
330,True,Buenos Aires,70752,73358,6
331,True,Buenos Aires,75281,78251,7
332,True,Buenos Aires,75058,78397,8
333,True,Buenos Aires,76138,79061,9
334,True,Buenos Aires,76004,79114,10
335,True,Buenos Aires,78315,81609,11
336,True,Buenos Aires,78780,81873,12
337,True,Buenos Aires,78397,81283,13
338,True,Buenos Aires,77078,79684,14
339,True,Buenos Aires,77603,79994,15
340,True,Buenos Aires,78206,79966,16
341,True,Buenos Aires,80379,81800,17
342,True,Buenos Aires,74910,76396,18
343,True,Buenos Aires,70895,70901,19
344,True,Buenos Aires,67596,67001,20
345,True,Buenos Aires,57118,58320,21
346,True,Buenos Aires,55743,57698,22
347,True,Buenos Aires,54746,56669,23
348,True,Buenos Aires,55087,57240,24
349,True,Buenos Aires,58082,59278,25
350,True,Buenos Aires,58983,59916,26
351,True,Buenos Aires,61628,61771,27
352,True,Buenos Aires,63205,61530,28
353,True,Buenos Aires,65709,63954,29
354,True,Buenos Aires,73206,69532,30
355,True,Buenos Aires,73803,69109,31
356,True,Buenos Aires,73235,69086,32
357,True,Buenos Aires,75083,70478,33
358,True,Buenos Aires,74460,69444,34
359,True,Buenos Aires,79594,74274,35
360,True,Buenos Aires,78084,72247,36
361,True,Buenos Aires,76461,70598,37
362,True,Buenos Aires,77772,72051,38
363,True,Buenos Aires,81704,74578,39
364,True,Buenos Aires,86689,78622,40
365,True,Buenos Aires,81893,75185,41
366,True,Buenos Aires,86163,78814,42
367,True,Buenos Aires,84674,77196,43
368,True,Buenos Aires,83648,74724,44
369,True,Buenos Aires,82535,74278,45
370,True,Buenos Aires,78950,70492,46
371,True,Buenos Aires,77127,69271,47
372,True,Buenos Aires,72518,64522,48
373,True,Buenos Aires,74297,65560,49
374,True,Buenos Aires,75547,66940,50
375,True,Buenos Aires,69981,61760,51
376,True,Buenos Aires,67443,58979,52
377,True,Buenos Aires,63431,55798,53
378,True,Buenos Aires,62283,54534,54
379,True,Buenos Aires,61209,52008,55
380,True,Buenos Aires,60725,52443,56
381,True,Buenos Aires,60654,51989,57
382,True,Buenos Aires,60004,50840,58
383,True,Buenos Aires,61387,52317,59
384,True,Buenos Aires,64283,51389,60
385,True,Buenos Aires,64718,48654,61
386,True,Buenos Aires,68890,48685,62
387,True,Buenos Aires,69960,47071,63
388,True,Buenos Aires,70052,45962,64
389,True,Buenos Aires,73405,52926,65
390,True,Buenos Aires,69521,53250,66
391,True,Buenos Aires,69591,54352,67
392,True,Buenos Aires,66224,52422,68
393,True,Buenos Aires,66006,52380,69
394,True,Buenos Aires,66100,51987,70
395,True,Buenos Aires,61640,48878,71
396,True,Buenos Aires,61056,47112,72
397,True,Buenos Aires,57624,43583,73
398,True,Buenos Aires,55904,41288,74
399,True,Buenos Aires,53038,38513,75
400,True,Buenos Aires,50585,35684,76
401,True,Buenos Aires,46857,32559,77
402,True,Buenos Aires,43166,28736,78
403,True,Buenos Aires,39702,25526,79
404,True,Buenos Aires,36571,22915,80
405,True,Buenos Aires,33412,20263,81
406,True,Buenos Aires,32897,18918,82
407,True,Buenos Aires,28505,15779,83
408,True,Buenos Aires,25602,13486,84
409,True,Buenos Aires,23210,11867,85
410,True,Buenos Aires,20938,10273,86
411,True,Buenos Aires,18209,8857,87
412,True,Buenos Aires,15772,7120,88
413,True,Buenos Aires,14172,6222,89
414,True,Buenos Aires,12299,5081,90
415,True,Buenos Aires,10183,4138,91
416,True,Buenos Aires,8624,3109,92
417,True,Buenos Aires,6508,2353,93
418,True,Buenos Aires,4983,1790,94
419,True,Buenos Aires,3880,1277,95
420,True,Buenos Aires,2751,973,96
421,True,Buenos Aires,2103,680,97
422,True,Buenos Aires,1475,476,98
423,True,Buenos Aires,1096,411,99
424,True,Buenos Aires,460,99,100
425,True,Buenos Aires,258,74,101
426,True,Buenos Aires,284,87,102
427,True,Buenos Aires,151,76,103
428,True,Buenos Aires,79,24,104
429,True,Buenos Aires,64,18,105
430,True,Buenos Aires,35,9,106
431,True,Buenos Aires,26,16,107
432,True,Buenos Aires,34,11,108
433,True,Buenos Aires,24,12,109
434,True,Buenos Aires,20,8,110
435,True,Buenos Aires,2543,2668,0
436,True,Buenos Aires,2632,2677,1
437,True,Buenos Aires,2918,3145,2
438,True,Buenos Aires,3353,3272,3
439,True,Buenos Aires,3332,3581,4
440,True,Buenos Aires,3549,3599,5
441,True,Buenos Aires,3694,3834,6
442,True,Buenos Aires,3736,4137,7
443,True,Buenos Aires,3815,3885,8
444,True,Buenos Aires,4007,4184,9
445,True,Buenos Aires,4021,4148,10
446,True,Buenos Aires,3931,4103,11
447,True,Buenos Aires,4091,4287,12
448,True,Buenos Aires,3856,4174,13
449,True,Buenos Aires,3910,4129,14
450,True,Buenos Aires,3743,3935,15
451,True,Buenos Aires,3760,3876,16
452,True,Buenos Aires,3749,3926,17
453,True,Buenos Aires,3566,3507,18
454,True,Buenos Aires,3433,3327,19
455,True,Buenos Aires,3224,3195,20
456,True,Buenos Aires,3201,2896,21
457,True,Buenos Aires,3482,3041,22
458,True,Buenos Aires,3488,2983,23
459,True,Buenos Aires,3608,2971,24
460,True,Buenos Aires,3813,3093,25
461,True,Buenos Aires,3860,3136,26
462,True,Buenos Aires,4153,3162,27
463,True,Buenos Aires,3992,3016,28
464,True,Buenos Aires,4234,3124,29
465,True,Buenos Aires,4631,3403,30
466,True,Buenos Aires,4333,3258,31
467,True,Buenos Aires,4454,3159,32
468,True,Buenos Aires,4250,3225,33
469,True,Buenos Aires,4221,3194,34
470,True,Buenos Aires,4274,3165,35
471,True,Buenos Aires,4135,3086,36
472,True,Buenos Aires,3897,2905,37
473,True,Buenos Aires,4114,3110,38
474,True,Buenos Aires,4290,3171,39
475,True,Buenos Aires,4564,3475,40
476,True,Buenos Aires,4206,3202,41
477,True,Buenos Aires,4463,3263,42
478,True,Buenos Aires,4340,3149,43
479,True,Buenos Aires,4217,3095,44
480,True,Buenos Aires,4086,3006,45
481,True,Buenos Aires,3890,2781,46
482,True,Buenos Aires,3840,2766,47
483,True,Buenos Aires,3711,2679,48
484,True,Buenos Aires,3802,2781,49
485,True,Buenos Aires,3933,2918,50
486,True,Buenos Aires,3610,2588,51
487,True,Buenos Aires,3507,2572,52
488,True,Buenos Aires,3190,2281,53
489,True,Buenos Aires,3202,2285,54
490,True,Buenos Aires,3148,2210,55
491,True,Buenos Aires,3072,2194,56
492,True,Buenos Aires,3206,2291,57
493,True,Buenos Aires,3156,2164,58
494,True,Buenos Aires,3169,2149,59
495,True,Buenos Aires,2620,2156,60
496,True,Buenos Aires,2023,1907,61
497,True,Buenos Aires,1885,2038,62
498,True,Buenos Aires,1516,1810,63
499,True,Buenos Aires,1337,1780,64
500,True,Buenos Aires,1154,1445,65
501,True,Buenos Aires,973,1026,66
502,True,Buenos Aires,860,896,67
503,True,Buenos Aires,837,762,68
504,True,Buenos Aires,775,715,69
505,True,Buenos Aires,729,554,70
506,True,Buenos Aires,690,476,71
507,True,Buenos Aires,681,486,72
508,True,Buenos Aires,581,405,73
509,True,Buenos Aires,558,454,74
510,True,Buenos Aires,508,335,75
511,True,Buenos Aires,500,315,76
512,True,Buenos Aires,435,313,77
513,True,Buenos Aires,429,280,78
514,True,Buenos Aires,357,253,79
515,True,Buenos Aires,323,201,80
516,True,Buenos Aires,319,180,81
517,True,Buenos Aires,298,169,82
518,True,Buenos Aires,212,124,83
519,True,Buenos Aires,191,147,84
520,True,Buenos Aires,187,111,85
521,True,Buenos Aires,167,90,86
522,True,Buenos Aires,159,89,87
523,True,Buenos Aires,166,59,88
524,True,Buenos Aires,129,70,89
525,True,Buenos Aires,114,55,90
526,True,Buenos Aires,91,52,91
527,True,Buenos Aires,81,33,92
528,True,Buenos Aires,64,50,93
529,True,Buenos Aires,47,28,94
530,True,Buenos Aires,45,26,95
531,True,Buenos Aires,33,25,96
532,True,Buenos Aires,40,14,97
533,True,Buenos Aires,25,19,98
534,True,Buenos Aires,38,9,99
535,True,Buenos Aires,7,-,100
536,True,Buenos Aires,4,1,101
537,True,Buenos Aires,8,2,102
538,True,Buenos Aires,1,-,103
539,True,Buenos Aires,2,-,105
540,True,Buenos Aires,1,-,109
541,True,Buenos Aires,2,-,110
542,False,Buenos Aires,41636,42783,0
543,False,Buenos Aires,42776,44167,1
544,False,Buenos Aires,49565,49819,2
545,False,Buenos Aires,52266,53989,3
546,False,Buenos Aires,54306,54557,4
547,False,Buenos Aires,55061,56153,5
548,False,Buenos Aires,56731,58184,6
549,False,Buenos Aires,60080,61691,7
550,False,Buenos Aires,58875,60096,8
551,False,Buenos Aires,58599,59530,9
552,False,Buenos Aires,57417,58969,10
553,False,Buenos Aires,56827,57966,11
554,False,Buenos Aires,57841,58940,12
555,False,Buenos Aires,56127,57815,13
556,False,Buenos Aires,55601,56761,14
557,False,Buenos Aires,53624,54424,15
558,False,Buenos Aires,52961,53576,16
559,False,Buenos Aires,55660,56297,17
560,False,Buenos Aires,58228,59670,18
561,False,Buenos Aires,57314,57912,19
562,False,Buenos Aires,57383,56939,20
563,False,Buenos Aires,69269,67829,21
564,False,Buenos Aires,74408,71440,22
565,False,Buenos Aires,71351,68002,23
566,False,Buenos Aires,70743,66691,24
567,False,Buenos Aires,72519,66625,25
568,False,Buenos Aires,69836,64096,26
569,False,Buenos Aires,68460,63765,27
570,False,Buenos Aires,63124,58948,28
571,False,Buenos Aires,61641,58125,29
572,False,Buenos Aires,62552,59760,30
573,False,Buenos Aires,57157,54993,31
574,False,Buenos Aires,53458,52156,32
575,False,Buenos Aires,50647,49949,33
576,False,Buenos Aires,48960,47717,34
577,False,Buenos Aires,49563,48519,35
578,False,Buenos Aires,45343,45596,36
579,False,Buenos Aires,42404,42432,37
580,False,Buenos Aires,42538,42676,38
581,False,Buenos Aires,44360,44735,39
582,False,Buenos Aires,45819,45295,40
583,False,Buenos Aires,40785,41394,41
584,False,Buenos Aires,43286,43493,42
585,False,Buenos Aires,40832,41434,43
586,False,Buenos Aires,39388,39897,44
587,False,Buenos Aires,38552,38831,45
588,False,Buenos Aires,36330,35911,46
589,False,Buenos Aires,35252,36282,47
590,False,Buenos Aires,33404,33999,48
591,False,Buenos Aires,34381,35256,49
592,False,Buenos Aires,34276,35685,50
593,False,Buenos Aires,30883,31830,51
594,False,Buenos Aires,30262,31028,52
595,False,Buenos Aires,28209,28296,53
596,False,Buenos Aires,26932,27715,54
597,False,Buenos Aires,26094,27082,55
598,False,Buenos Aires,26027,26889,56
599,False,Buenos Aires,25312,26280,57
600,False,Buenos Aires,24798,25801,58
601,False,Buenos Aires,24860,25376,59
602,False,Buenos Aires,20964,23435,60
603,False,Buenos Aires,14735,21871,61
604,False,Buenos Aires,11863,21469,62
605,False,Buenos Aires,7981,19930,63
606,False,Buenos Aires,6064,18790,64
607,False,Buenos Aires,4783,14027,65
608,False,Buenos Aires,3322,6962,66
609,False,Buenos Aires,2929,5404,67
610,False,Buenos Aires,2550,3853,68
611,False,Buenos Aires,2327,3067,69
612,False,Buenos Aires,2048,2295,70
613,False,Buenos Aires,1755,1567,71
614,False,Buenos Aires,1656,1470,72
615,False,Buenos Aires,1408,1182,73
616,False,Buenos Aires,1380,1188,74
617,False,Buenos Aires,1274,961,75
618,False,Buenos Aires,1116,924,76
619,False,Buenos Aires,1087,888,77
620,False,Buenos Aires,971,737,78
621,False,Buenos Aires,905,754,79
622,False,Buenos Aires,866,660,80
623,False,Buenos Aires,699,516,81
624,False,Buenos Aires,711,522,82
625,False,Buenos Aires,528,396,83
626,False,Buenos Aires,484,377,84
627,False,Buenos Aires,509,344,85
628,False,Buenos Aires,421,290,86
629,False,Buenos Aires,398,260,87
630,False,Buenos Aires,406,269,88
631,False,Buenos Aires,408,298,89
632,False,Buenos Aires,410,315,90
633,False,Buenos Aires,309,243,91
634,False,Buenos Aires,341,262,92
635,False,Buenos Aires,281,248,93
636,False,Buenos Aires,293,209,94
637,False,Buenos Aires,262,224,95
638,False,Buenos Aires,233,156,96
639,False,Buenos Aires,210,169,97
640,False,Buenos Aires,219,221,98
641,False,Buenos Aires,206,173,99
642,False,Buenos Aires,19,10,100
643,False,Buenos Aires,12,8,101
644,False,Buenos Aires,37,19,102
645,False,Buenos Aires,19,12,103
646,False,Buenos Aires,6,6,104
647,False,Buenos Aires,6,1,105
648,False,Buenos Aires,6,4,106
649,False,Buenos Aires,2,4,107
650,False,Buenos Aires,2,1,108
651,False,Buenos Aires,9,2,109
652,False,Buenos Aires,9,2,110
653,True,Catamarca,890,960,0
654,True,Catamarca,1060,1086,1
655,True,Catamarca,1188,1208,2
656,True,Catamarca,1412,1420,3
657,True,Catamarca,1505,1459,4
658,True,Catamarca,1624,1680,5
659,True,Catamarca,1653,1677,6
660,True,Catamarca,1712,1831,7
661,True,Catamarca,1753,1726,8
662,True,Catamarca,1765,1770,9
663,True,Catamarca,1774,1715,10
664,True,Catamarca,1840,1969,11
665,True,Catamarca,1871,1997,12
666,True,Catamarca,2037,1998,13
667,True,Catamarca,2013,2007,14
668,True,Catamarca,1944,2073,15
669,True,Catamarca,2036,1966,16
670,True,Catamarca,2037,2070,17
671,True,Catamarca,1999,1914,18
672,True,Catamarca,1817,1764,19
673,True,Catamarca,1785,1679,20
674,True,Catamarca,945,1041,21
675,True,Catamarca,881,908,22
676,True,Catamarca,846,891,23
677,True,Catamarca,937,995,24
678,True,Catamarca,1074,1046,25
679,True,Catamarca,1132,1108,26
680,True,Catamarca,1232,1267,27
681,True,Catamarca,1346,1261,28
682,True,Catamarca,1450,1423,29
683,True,Catamarca,1585,1529,30
684,True,Catamarca,1499,1535,31
685,True,Catamarca,1479,1492,32
686,True,Catamarca,1571,1572,33
687,True,Catamarca,1613,1505,34
688,True,Catamarca,1862,1758,35
689,True,Catamarca,1716,1666,36
690,True,Catamarca,1667,1755,37
691,True,Catamarca,1680,1604,38
692,True,Catamarca,1813,1767,39
693,True,Catamarca,1890,1750,40
694,True,Catamarca,1863,1703,41
695,True,Catamarca,2021,1912,42
696,True,Catamarca,2038,1860,43
697,True,Catamarca,2033,1794,44
698,True,Catamarca,1906,1762,45
699,True,Catamarca,1769,1769,46
700,True,Catamarca,1801,1698,47
701,True,Catamarca,1621,1570,48
702,True,Catamarca,1632,1487,49
703,True,Catamarca,1634,1540,50
704,True,Catamarca,1614,1505,51
705,True,Catamarca,1615,1351,52
706,True,Catamarca,1450,1346,53
707,True,Catamarca,1409,1319,54
708,True,Catamarca,1391,1266,55
709,True,Catamarca,1404,1353,56
710,True,Catamarca,1480,1299,57
711,True,Catamarca,1373,1269,58
712,True,Catamarca,1338,1242,59
713,True,Catamarca,1428,1273,60
714,True,Catamarca,1389,1226,61
715,True,Catamarca,1555,1175,62
716,True,Catamarca,1482,1209,63
717,True,Catamarca,1477,1103,64
718,True,Catamarca,1534,1244,65
719,True,Catamarca,1452,1214,66
720,True,Catamarca,1565,1281,67
721,True,Catamarca,1472,1213,68
722,True,Catamarca,1336,1165,69
723,True,Catamarca,1344,1200,70
724,True,Catamarca,1266,1123,71
725,True,Catamarca,1185,1083,72
726,True,Catamarca,1042,943,73
727,True,Catamarca,1029,799,74
728,True,Catamarca,951,696,75
729,True,Catamarca,908,718,76
730,True,Catamarca,830,612,77
731,True,Catamarca,808,570,78
732,True,Catamarca,660,508,79
733,True,Catamarca,699,475,80
734,True,Catamarca,616,353,81
735,True,Catamarca,580,408,82
736,True,Catamarca,466,280,83
737,True,Catamarca,415,256,84
738,True,Catamarca,401,247,85
739,True,Catamarca,369,184,86
740,True,Catamarca,344,193,87
741,True,Catamarca,274,113,88
742,True,Catamarca,263,115,89
743,True,Catamarca,213,99,90
744,True,Catamarca,188,62,91
745,True,Catamarca,128,58,92
746,True,Catamarca,143,51,93
747,True,Catamarca,91,30,94
748,True,Catamarca,63,24,95
749,True,Catamarca,57,26,96
750,True,Catamarca,38,12,97
751,True,Catamarca,28,7,98
752,True,Catamarca,15,6,99
753,True,Catamarca,7,4,100
754,True,Catamarca,4,1,101
755,True,Catamarca,8,2,102
756,True,Catamarca,6,2,103
757,True,Catamarca,2,2,104
758,True,Catamarca,2,-,105
759,True,Catamarca,1,-,106
760,True,Catamarca,2,-,108
761,True,Catamarca,1,-,110
762,True,Catamarca,57,66,0
763,True,Catamarca,73,61,1
764,True,Catamarca,57,72,2
765,True,Catamarca,101,73,3
766,True,Catamarca,69,100,4
767,True,Catamarca,91,89,5
768,True,Catamarca,114,107,6
769,True,Catamarca,104,88,7
770,True,Catamarca,89,69,8
771,True,Catamarca,91,87,9
772,True,Catamarca,84,109,10
773,True,Catamarca,96,111,11
774,True,Catamarca,84,94,12
775,True,Catamarca,112,96,13
776,True,Catamarca,100,125,14
777,True,Catamarca,89,95,15
778,True,Catamarca,95,114,16
779,True,Catamarca,112,91,17
780,True,Catamarca,81,86,18
781,True,Catamarca,77,87,19
782,True,Catamarca,93,68,20
783,True,Catamarca,62,45,21
784,True,Catamarca,48,54,22
785,True,Catamarca,51,54,23
786,True,Catamarca,58,64,24
787,True,Catamarca,84,57,25
788,True,Catamarca,67,72,26
789,True,Catamarca,63,75,27
790,True,Catamarca,93,74,28
791,True,Catamarca,107,101,29
792,True,Catamarca,90,86,30
793,True,Catamarca,102,79,31
794,True,Catamarca,98,76,32
795,True,Catamarca,85,87,33
796,True,Catamarca,123,88,34
797,True,Catamarca,116,97,35
798,True,Catamarca,117,96,36
799,True,Catamarca,87,90,37
800,True,Catamarca,106,86,38
801,True,Catamarca,91,96,39
802,True,Catamarca,113,89,40
803,True,Catamarca,103,114,41
804,True,Catamarca,125,103,42
805,True,Catamarca,133,116,43
806,True,Catamarca,126,94,44
807,True,Catamarca,143,87,45
808,True,Catamarca,118,91,46
809,True,Catamarca,105,93,47
810,True,Catamarca,80,76,48
811,True,Catamarca,95,77,49
812,True,Catamarca,86,87,50
813,True,Catamarca,99,82,51
